id,tabela_eb_id,cod_rubrica,descricao,inss_antes,irrf_antes,fgts_antes,inss_correto,irrf_correto,fgts_correto,status,corrigido_em,observacao,created_at
1351,898,780,DESC. ASSIST. MEDICA REF. PENSÃO,0,0,0,0,67,0,pendente,,,2026-03-25 16:47:17.634799
1352,899,781,ADIC. FÉRIAS S/AVISO PREVIO (Lei 12.506),0,13,0,0,74,0,pendente,,,2026-03-25 16:47:17.635277
1353,900,782,1/3 ADIC. FERIAS S/AVISO PREVIO (Lei 12506),0,9,0,0,74,0,pendente,,,2026-03-25 16:47:17.635664
1354,903,785,ABONO PECUNIARIO,0,11,0,11,11,11,pendente,,,2026-03-25 16:47:17.636036
1355,904,786,ADIANTAMENTO - (PGTO FÉRIAS),0,9,0,0,11,0,pendente,,,2026-03-25 16:47:17.636506
1356,906,787,DESC SALARIO FAMILIA INDEVIDO,51,9,0,51,79,0,pendente,,,2026-03-25 16:47:17.636998
1357,908,789,DESC. CARTAO SALARIO - DEMISSAO,0,0,0,0,9,0,pendente,,,2026-03-25 16:47:17.638413
1358,909,790,DESC. SALARIO MATERNIDADE,11,11,11,0,9,0,pendente,,,2026-03-25 16:47:17.63967
1359,911,792,PREMIO ASSIDUIDADE (SEM INCIDENCIA),0,9,0,0,11,0,pendente,,,2026-03-25 16:47:17.640362
1360,912,793,PREMIO ASSIDUIDADE (SEM INCIDENCIA) MÊS ANTERIOR,0,9,11,0,11,0,pendente,,,2026-03-25 16:47:17.640811
1361,913,794,REEMBOLSO SEGURO DE VIDA,0,9,0,11,11,11,pendente,,,2026-03-25 16:47:17.6412
1362,915,796,PREMIO ASSIDUIDADE,0,9,0,11,11,11,pendente,,,2026-03-25 16:47:17.642114
1363,919,799,DESC. DSR HE - MES ANTERIOR,11,11,11,0,9,0,pendente,,,2026-03-25 16:47:17.64273
1364,920,800,ADIC. PERIC. S/AVISO PREVIO INDENIZADO,0,74,11,0,74,21,pendente,,,2026-03-25 16:47:17.643226
1365,923,803,ADIC. PERIC. S/13º SALARIO PROP. S/AVISO PREVIO,12,12,21,12,74,21,pendente,,,2026-03-25 16:47:17.643706
1366,927,807,DESC. FERIAS PAGAS,11,11,11,11,13,11,pendente,,,2026-03-25 16:47:17.644073
1367,931,810,PREMIO ASSIDUIDADE,0,91,0,11,11,11,pendente,,,2026-03-25 16:47:17.644412
1368,938,816,DESC. 1/3 FERIAS PAGAS A MAIS CCT,11,13,11,0,9,0,pendente,,,2026-03-25 16:47:17.644814
1369,943,818,DESC. FERIAS PAGAS A MAIS CCT,11,13,11,0,9,0,pendente,,,2026-03-25 16:47:17.645431
1370,948,823,FERIAS (INTERMITENTE),0,9,11,0,74,0,pendente,,,2026-03-25 16:47:17.646828
1371,949,824,1/3 FERIAS (INTERMITENTE),0,9,11,0,74,0,pendente,,,2026-03-25 16:47:17.647859
1372,950,825,13º SALÁRIO (INTERMITENTE),12,12,11,12,12,12,pendente,,,2026-03-25 16:47:17.648843
1373,955,830,DESC. ADTO (PGTO FÉRIAS - COM INCIDENCIA),11,13,11,0,9,0,pendente,,,2026-03-25 16:47:17.64941
1374,964,838,DESC. PENSAO ALIMENTICIA EM FERIAS,0,53,0,0,51,0,pendente,,,2026-03-25 16:47:17.649817
1375,971,842,DESC. CONTRIB. NEGOCIAL,0,79,0,0,9,0,pendente,,,2026-03-25 16:47:17.650183
1376,972,843,DESC AD NOT INDEVIDO,11,11,11,0,9,0,pendente,,,2026-03-25 16:47:17.650539
1377,973,844,FGTS COMPLEMENTAR,0,9,0,11,11,11,pendente,,,2026-03-25 16:47:17.650893
1378,980,851,REEMB. I.N.S.S.,0,79,0,0,9,0,pendente,,,2026-03-25 16:47:17.651405
1379,983,855,ADIANTAMENTO DE SALARIOS COM INCIDÊNCIA,11,11,11,0,11,0,pendente,,,2026-03-25 16:47:17.651872
1380,995,865,PREMIO ASSIDUIDADE,0,9,0,11,11,11,pendente,,,2026-03-25 16:47:17.652368
1381,996,866,PREMIO ASSIDUIDADE,0,9,0,11,11,11,pendente,,,2026-03-25 16:47:17.652717
1382,999,869,REEMBOLSO DESC. INDEVIDO,0,9,0,11,11,11,pendente,,,2026-03-25 16:47:17.653078
1383,1013,883,DESC. CONTRIB. NEGOCIAL MES ANTERIOR,0,79,0,0,9,0,pendente,,,2026-03-25 16:47:17.653499
1384,1014,884,ABONO - SEERC,0,75,0,Rubrica não encontrada,Rubrica não encontrada,Rubrica não encontrada,pendente,,,2026-03-25 16:47:17.654668
1385,1015,885,PREMIO ASSIDUIDADE MÊS ANTERIOR,0,11,0,11,11,11,pendente,,,2026-03-25 16:47:17.655803
1386,1022,892,REEMB. EXAME RETORNO AO TRABALHO,0,9,0,11,11,11,pendente,,,2026-03-25 16:47:17.656796
1387,1030,934,AJUDA DE CUSTO - MES ANTERIOR,0,73,0,11,11,11,pendente,,,2026-03-25 16:47:17.657664
1388,1035,948,MULTA POR ATRASO DE SALARIO,0,9,0,0,79,0,pendente,,,2026-03-25 16:47:17.658719
1389,1044,962,DESC. PENSAO ALIMENTICIA EM FERIAS,0,53,0,0,51,0,pendente,,,2026-03-25 16:47:17.659705
1390,1048,964,DESC. PENSAO ALIMENTICIA S/13º SALARIO,0,52,0,0,51,0,pendente,,,2026-03-25 16:47:17.660316
1391,1054,970,PARTICIPACAO LUCROS/RESULTADOS SÓCIOS,0,9,0,0,14,0,pendente,,,2026-03-25 16:47:17.660842
1392,1055,971,DESC.CESTA BASICA SOCIO,0,79,0,0,9,0,pendente,,,2026-03-25 16:47:17.661225
1393,1057,973,FERIAS (INTERMITENTE) MES ANT,11,13,11,0,74,0,pendente,,,2026-03-25 16:47:17.661587
1394,1058,974,1/3 FERIAS (INTERMITENTE) MES ANT,11,13,11,0,74,0,pendente,,,2026-03-25 16:47:17.662275
1395,1061,983,DIFERENCA FERIAS (INTERMITENTE) MES ANT,11,13,11,0,74,0,pendente,,,2026-03-25 16:47:17.663389
1396,1065,987,DIFERENCA 1/3 FERIAS (INTERMITENTE) MES ANT,11,13,11,0,74,0,pendente,,,2026-03-25 16:47:17.664307
1397,1066,988,*** BASE IRRF ***,11,9,11,11,11,11,pendente,,,2026-03-25 16:47:17.665061
1398,1071,993,ADICIONAL DE ESTIMULO MES ANTERIOR,0,9,0,11,11,11,pendente,,,2026-03-25 16:47:17.66553
1399,1075,1000,ADIC. NOTURNO C/20% - (HORA EXTRA 100%),11,9,11,11,11,11,pendente,,,2026-03-25 16:47:17.665988
1400,1076,1005,REEMBOLSO DESC. INDEVIDO - HORA EXTRA + DSR,11,9,11,11,11,11,pendente,,,2026-03-25 16:47:17.666382
1401,1077,1006,ADIC. NOTURNO C/20% - (HORA EXTRA 100%) - MES ANTE,11,9,11,11,11,11,pendente,,,2026-03-25 16:47:17.666754
1402,1078,1008,FERIAS INDENIZADAS (INTERMITENTE),0,9,0,0,74,0,pendente,,,2026-03-25 16:47:17.667112
1403,1079,1009,1/3 FERIAS INDENIZADAS (INTERMITENTE),0,9,0,0,74,0,pendente,,,2026-03-25 16:47:17.667478
1404,1083,1013,REEMB. DESC. PENSAO ALIMENTICIA SALARIO,0,9,0,0,51,0,pendente,,,2026-03-25 16:47:17.667837
1405,1087,1014,DIF MEDIAS FERIAS (Ferias),11,13,11,0,74,0,pendente,,,2026-03-25 16:47:17.668184
1406,1090,1017,REEMB. EXAME TROCA DE FUNCAO,0,9,0,11,11,11,pendente,,,2026-03-25 16:47:17.668525
1407,1092,1019,DIF CCT ABONO PECUNIARIO RODOVIARIOS,0,9,0,0,11,0,pendente,,,2026-03-25 16:47:17.668854
1408,1097,1024,DIF ADIC. FERIAS INDENIZADAS (Rescisao),0,9,0,0,74,0,pendente,,,2026-03-25 16:47:17.669201
1409,1100,1026,PAGTO. VT E VA - REF FERIADOS,0,9,0,11,11,11,pendente,,,2026-03-25 16:47:17.669528
1410,1101,1027,DESCONTO DE NÃO DEV. DO MATERIAL,0,11,0,0,9,0,pendente,,,2026-03-25 16:47:17.669873
1411,1102,1028,DIFERENÇA AJUDA DE CUSTO,0,9,0,11,11,11,pendente,,,2026-03-25 16:47:17.670462
1412,1105,1031,DIF. MULTA POR ATRASO DE SALARIO,0,9,0,0,79,0,pendente,,,2026-03-25 16:47:17.671894
1413,1189,1112,CUSTEIO SOCIAL - SINTEAC MG,0,79,0,0,9,0,pendente,,,2026-03-25 16:47:17.672877
1414,1190,1113,TAXA SINDICAL - SINTEAC MG,0,79,0,0,9,0,pendente,,,2026-03-25 16:47:17.673544
1415,1191,1114,MULTA POR ATRASO DE SALARIO 2024,0,9,0,0,79,0,pendente,,,2026-03-25 16:47:17.674059
1416,1192,1115,MULTA POR ATRASO DE SALARIO 2025,0,9,0,0,79,0,pendente,,,2026-03-25 16:47:17.674488
1417,1207,1130,DESC. ASS. MÉDICA DEP. MES ANT,0,9,0,0,67,0,pendente,,,2026-03-25 16:47:17.675409
1418,1213,1350,FERIAS (ANTECIPAÇÃO) - ESOCIAL,0,13,0,11,13,11,pendente,,,2026-03-25 16:47:17.676154
