id,upload_id,row_number,col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i,col_j,raw_data,created_at,col_k,col_l,col_m,col_n,col_o,col_p,col_q,col_r,col_s,col_t,col_u,col_v,col_w,col_x,col_y,col_z,col_aa,col_ab,col_ac,col_ad,col_ae,col_af,col_ag,col_ah,col_ai,col_aj,col_ak,col_al,col_am,col_an,col_ao,col_ap,col_aq,col_ar,col_as,col_at,col_au,col_av,col_aw,col_ax,col_ay,col_az,col_ba,col_bb
1,1,1,Nome Evento,CodigoEvento,Natureza E-social,Analise da natureza,EB,Observações,,,,,"{""202501"": ""Nome Evento"", ""__EMPTY"": ""Natureza E-social"", ""__EMPTY_1"": ""Analise da natureza"", ""__EMPTY_2"": ""EB"", ""__EMPTY_3"": ""Observações"", ""Competencia"": ""CodigoEvento""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,2,HORAS NORMAIS,1,"1000-Salário, vencimento, soldo ou subsídio",OK,-,0,,,,,"{""202501"": ""HORAS NORMAIS"", ""__EMPTY"": ""1000-Salário, vencimento, soldo ou subsídio"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 1}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,3,SALARIO MES,2,"1000-Salário, vencimento, soldo ou subsídio",OK,-,0,,,,,"{""202501"": ""SALARIO MES"", ""__EMPTY"": ""1000-Salário, vencimento, soldo ou subsídio"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 2}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,4,PARTICIPACAO LUCROS/RESULTADOS,5,1300-PLR – Participação em Lucros ou Resultados,OK,-,0,,,,,"{""202501"": ""PARTICIPACAO LUCROS/RESULTADOS"", ""__EMPTY"": ""1300-PLR – Participação em Lucros ou Resultados"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 5}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,5,GRATIFICAÇÃO,10,1211-Gratificações,OK,-,0,,,,,"{""202501"": ""GRATIFICAÇÃO"", ""__EMPTY"": ""1211-Gratificações"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 10}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,6,DIF. SALARIO,12,"1000-Salário, vencimento, soldo ou subsídio",OK,-,0,,,,,"{""202501"": ""DIF. SALARIO"", ""__EMPTY"": ""1000-Salário, vencimento, soldo ou subsídio"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 12}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,7,REEMB. VALE TRANSPORTE,13,1629-Ressarcimento de outras despesas,VERIFICAR ,Rubrica com inconsistência de IRRF,Natureza da Rubrica sugerida - 1810 Transporte,,,,,"{""202501"": ""REEMB. VALE TRANSPORTE"", ""__EMPTY"": ""1629-Ressarcimento de outras despesas"", ""__EMPTY_1"": ""VERIFICAR "", ""__EMPTY_2"": ""Rubrica com inconsistência de IRRF"", ""__EMPTY_3"": ""Natureza da Rubrica sugerida - 1810 Transporte"", ""Competencia"": 13}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,8,SALARIO MES,17,6000-Saldo de salários na rescisão contratual,OK,-,0,,,,,"{""202501"": ""SALARIO MES"", ""__EMPTY"": ""6000-Saldo de salários na rescisão contratual"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 17}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,9,ADICIONAL DE SALARIO,18,1211-Gratificações,VERIFICAR ,-,Natureza da Rubrica sujerida 2501 - Prêmio,,,,,"{""202501"": ""ADICIONAL DE SALARIO"", ""__EMPTY"": ""1211-Gratificações"", ""__EMPTY_1"": ""VERIFICAR "", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": ""Natureza da Rubrica sujerida 2501 - Prêmio"", ""Competencia"": 18}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,10,REEMB. EXAME ADMISSIONAL,19,1299-Outros Adicionais,VERIFICAR ,"Rubrica com inconsistência de INSS, IRRF e FGTS",Natureza da Rubrica 1299 foi encerrada em 30.04.2023 - Natureza sujerida 1629 - Ressarcimento de outras despesas,,,,,"{""202501"": ""REEMB. EXAME ADMISSIONAL"", ""__EMPTY"": ""1299-Outros Adicionais"", ""__EMPTY_1"": ""VERIFICAR "", ""__EMPTY_2"": ""Rubrica com inconsistência de INSS, IRRF e FGTS"", ""__EMPTY_3"": ""Natureza da Rubrica 1299 foi encerrada em 30.04.2023 - Natureza sujerida 1629 - Ressarcimento de outras despesas"", ""Competencia"": 19}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,11,SALARIO SUBSTITUTO MES ANTERIOR,21,"1000-Salário, vencimento, soldo ou subsídio",OK,-,"Tipode rendimento no GI está como diversos, verificar deveria estar como salário",,,,,"{""202501"": ""SALARIO SUBSTITUTO MES ANTERIOR"", ""__EMPTY"": ""1000-Salário, vencimento, soldo ou subsídio"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": ""Tipode rendimento no GI está como diversos, verificar deveria estar como salário"", ""Competencia"": 21}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,12,SALARIO FAMILIA,47,1409-Salário-família,OK,Rubrica com inconsistência de IRRF,0,,,,,"{""202501"": ""SALARIO FAMILIA"", ""__EMPTY"": ""1409-Salário-família"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""Rubrica com inconsistência de IRRF"", ""__EMPTY_3"": 0, ""Competencia"": 47}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,13,ADIC. NOTURNO C/20%,52,1205-Adicional noturno,OK,-,0,,,,,"{""202501"": ""ADIC. NOTURNO C/20%"", ""__EMPTY"": ""1205-Adicional noturno"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 52}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,14,PRO-LABORE,55,3508-Retiradas (pró-labore) de proprietários ou sócios,OK,Rubrica com inconsistência de FGTS,0,,,,,"{""202501"": ""PRO-LABORE"", ""__EMPTY"": ""3508-Retiradas (pró-labore) de proprietários ou sócios"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""Rubrica com inconsistência de FGTS"", ""__EMPTY_3"": 0, ""Competencia"": 55}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,15,ADIC. NOTURNO C/30%,56,1205-Adicional noturno,OK,-,0,,,,,"{""202501"": ""ADIC. NOTURNO C/30%"", ""__EMPTY"": ""1205-Adicional noturno"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 56}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1,16,ADIC. NOTURNO C/35%,57,1205-Adicional noturno,OK,-,0,,,,,"{""202501"": ""ADIC. NOTURNO C/35%"", ""__EMPTY"": ""1205-Adicional noturno"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 57}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1,17,ADIC. INSALUBRIDADE MES ANT.,61,1202-Adicional de insalubridade,OK,-,Verificar tipo de Rendimentos no GI,,,,,"{""202501"": ""ADIC. INSALUBRIDADE MES ANT."", ""__EMPTY"": ""1202-Adicional de insalubridade"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": ""Verificar tipo de Rendimentos no GI"", ""Competencia"": 61}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,18,ADIC. INSALUBRIDADE,62,1202-Adicional de insalubridade,OK,-,Verificar tipo de Rendimentos no GI,,,,,"{""202501"": ""ADIC. INSALUBRIDADE"", ""__EMPTY"": ""1202-Adicional de insalubridade"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": ""Verificar tipo de Rendimentos no GI"", ""Competencia"": 62}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,19,ADIC. NOTURNO MES ANTERIOR,65,1205-Adicional noturno,OK,-,0,,,,,"{""202501"": ""ADIC. NOTURNO MES ANTERIOR"", ""__EMPTY"": ""1205-Adicional noturno"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 65}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1,20,ADIC. NOTURNO MES ANT 20%,66,1205-Adicional noturno,OK,-,0,,,,,"{""202501"": ""ADIC. NOTURNO MES ANT 20%"", ""__EMPTY"": ""1205-Adicional noturno"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 66}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1,21,DIF. ADIC. INSALUBRIDADE,67,1202-Adicional de insalubridade,OK,-,0,,,,,"{""202501"": ""DIF. ADIC. INSALUBRIDADE"", ""__EMPTY"": ""1202-Adicional de insalubridade"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 67}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1,22,ADIC. PERICULOSIDADE,70,1203-Adicional de periculosidade,OK,-,Verificar tipo de Rendimentos no GI  e no bloco da rescisão ,,,,,"{""202501"": ""ADIC. PERICULOSIDADE"", ""__EMPTY"": ""1203-Adicional de periculosidade"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": ""Verificar tipo de Rendimentos no GI  e no bloco da rescisão "", ""Competencia"": 70}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1,44,AUX. DOENÇA (F.G.T.S.),174,9989-Outros valores informativos,OK,-,0,,,,,"{""202501"": ""AUX. DOENÇA (F.G.T.S.)"", ""__EMPTY"": ""9989-Outros valores informativos"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 174}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1,23,HORAS REDUZIDAS ADIC. NOT MES ANT,81,1205-Adicional noturno,OK,-,Verificar o tipo de rendimentos no GI ,,,,,"{""202501"": ""HORAS REDUZIDAS ADIC. NOT MES ANT"", ""__EMPTY"": ""1205-Adicional noturno"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": ""Verificar o tipo de rendimentos no GI "", ""Competencia"": 81}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1,24,HORAS REDUZIDAS ADIC. NOTURNO,82,1205-Adicional noturno,OK,-,Verificar o tipo de rendimentos no GI ,,,,,"{""202501"": ""HORAS REDUZIDAS ADIC. NOTURNO"", ""__EMPTY"": ""1205-Adicional noturno"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": ""Verificar o tipo de rendimentos no GI "", ""Competencia"": 82}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1,25,HORAS REDUZIDAS MES ANTERIOR,83,1205-Adicional noturno,#N/D,#N/D,#N/D,,,,,"{""202501"": ""HORAS REDUZIDAS MES ANTERIOR"", ""__EMPTY"": ""1205-Adicional noturno"", ""__EMPTY_1"": ""#N/D"", ""__EMPTY_2"": ""#N/D"", ""__EMPTY_3"": ""#N/D"", ""Competencia"": 83}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1,26,F.G.T.S. MULTA,93,6101-Indenização compensatória multa rescisória 20 ou 40% (CF/88),OK,-,0,,,,,"{""202501"": ""F.G.T.S. MULTA"", ""__EMPTY"": ""6101-Indenização compensatória multa rescisória 20 ou 40% (CF/88)"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 93}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1,27,HORAS EXTRAS 50%,105,1003-Horas extraordinárias,OK,-,0,,,,,"{""202501"": ""HORAS EXTRAS 50%"", ""__EMPTY"": ""1003-Horas extraordinárias"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 105}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1,28,HORAS EXTRAS 50% - MES ANTERIOR,108,1003-Horas extraordinárias,OK,-,0,,,,,"{""202501"": ""HORAS EXTRAS 50% - MES ANTERIOR"", ""__EMPTY"": ""1003-Horas extraordinárias"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 108}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1,29,HORAS EXTRAS 100%,123,1003-Horas extraordinárias,OK,-,0,,,,,"{""202501"": ""HORAS EXTRAS 100%"", ""__EMPTY"": ""1003-Horas extraordinárias"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 123}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1,30,HORAS EXTRAS 100% - MES ANTERIOR,127,1003-Horas extraordinárias,OK,-,0,,,,,"{""202501"": ""HORAS EXTRAS 100% - MES ANTERIOR"", ""__EMPTY"": ""1003-Horas extraordinárias"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 127}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1,31,D.S.R. S/ADICIONAL,136,1002-Descanso semanal remunerado - DSR,VERIFICAR ,-,"Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024 ",,,,,"{""202501"": ""D.S.R. S/ADICIONAL"", ""__EMPTY"": ""1002-Descanso semanal remunerado - DSR"", ""__EMPTY_1"": ""VERIFICAR "", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": ""Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024 "", ""Competencia"": 136}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1,32,MULTA CLAUSULA QUINTA CCT,140,0-Não Informado,#N/D,#N/D,#N/D,,,,,"{""202501"": ""MULTA CLAUSULA QUINTA CCT"", ""__EMPTY"": ""0-Não Informado"", ""__EMPTY_1"": ""#N/D"", ""__EMPTY_2"": ""#N/D"", ""__EMPTY_3"": ""#N/D"", ""Competencia"": 140}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,33,DEV. FALTAS (DIAS),145,"1000-Salário, vencimento, soldo ou subsídio",OK,-,0,,,,,"{""202501"": ""DEV. FALTAS (DIAS)"", ""__EMPTY"": ""1000-Salário, vencimento, soldo ou subsídio"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 145}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1,34,DEV. D.S.R. S/FALTAS (DIAS),146,1002-Descanso semanal remunerado - DSR,VERIFICAR ,-,"Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024 ",,,,,"{""202501"": ""DEV. D.S.R. S/FALTAS (DIAS)"", ""__EMPTY"": ""1002-Descanso semanal remunerado - DSR"", ""__EMPTY_1"": ""VERIFICAR "", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": ""Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024 "", ""Competencia"": 146}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1,35,REEMB. VALE TRANSPORTE MÊS ANTERIOR,151,9989-Outros valores informativos,VERIFICAR,-,Natureza da Rubrica sujerida - 1810 - Trasnporte ,,,,,"{""202501"": ""REEMB. VALE TRANSPORTE MÊS ANTERIOR"", ""__EMPTY"": ""9989-Outros valores informativos"", ""__EMPTY_1"": ""VERIFICAR"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": ""Natureza da Rubrica sujerida - 1810 - Trasnporte "", ""Competencia"": 151}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1,36,REEMB. VALE ALIMENTACAO MES ANTERIOR,155,1806-,OK,-,0,,,,,"{""202501"": ""REEMB. VALE ALIMENTACAO MES ANTERIOR"", ""__EMPTY"": ""1806-"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 155}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1,37,D.S.R. S/ADICIONAL,159,1002-Descanso semanal remunerado - DSR,VERIFICAR ,-,"Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024  - Verificar também o tipo de rendimentos no GI ",,,,,"{""202501"": ""D.S.R. S/ADICIONAL"", ""__EMPTY"": ""1002-Descanso semanal remunerado - DSR"", ""__EMPTY_1"": ""VERIFICAR "", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": ""Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024  - Verificar também o tipo de rendimentos no GI "", ""Competencia"": 159}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1,38,D.S.R. S/HORA EXTRA,160,1002-Descanso semanal remunerado - DSR,VERIFICAR ,-,"Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024  - Verificar também o tipo de rendimentos no GI ",,,,,"{""202501"": ""D.S.R. S/HORA EXTRA"", ""__EMPTY"": ""1002-Descanso semanal remunerado - DSR"", ""__EMPTY_1"": ""VERIFICAR "", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": ""Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024  - Verificar também o tipo de rendimentos no GI "", ""Competencia"": 160}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1,39,D.S.R. S/FERIADO - HS,163,1002-Descanso semanal remunerado - DSR,VERIFICAR ,-,"Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024 ",,,,,"{""202501"": ""D.S.R. S/FERIADO - HS"", ""__EMPTY"": ""1002-Descanso semanal remunerado - DSR"", ""__EMPTY_1"": ""VERIFICAR "", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": ""Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024 "", ""Competencia"": 163}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1,40,D.S.R. S/COMISSAO,170,1002-Descanso semanal remunerado - DSR,VERIFICAR ,-,"Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024  - Verificar também o tipo de rendimentos no GI ",,,,,"{""202501"": ""D.S.R. S/COMISSAO"", ""__EMPTY"": ""1002-Descanso semanal remunerado - DSR"", ""__EMPTY_1"": ""VERIFICAR "", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": ""Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024  - Verificar também o tipo de rendimentos no GI "", ""Competencia"": 170}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1,41,AUX. DOENÇA,171,"1000-Salário, vencimento, soldo ou subsídio",OK,-,0,,,,,"{""202501"": ""AUX. DOENÇA"", ""__EMPTY"": ""1000-Salário, vencimento, soldo ou subsídio"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 171}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1,42,ACIDENTE DE TRABALHO (15 DIAS),172,"1000-Salário, vencimento, soldo ou subsídio",OK,-,0,,,,,"{""202501"": ""ACIDENTE DE TRABALHO (15 DIAS)"", ""__EMPTY"": ""1000-Salário, vencimento, soldo ou subsídio"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 172}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1,43,ACIDENTE DE TRABALHO (F.G.T.S.),173,9932-Auxílio acidente do acidentário,OK,-,0,,,,,"{""202501"": ""ACIDENTE DE TRABALHO (F.G.T.S.)"", ""__EMPTY"": ""9932-Auxílio acidente do acidentário"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 173}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1,45,SALARIO MES ANTERIOR,176,"1000-Salário, vencimento, soldo ou subsídio",OK,-,0,,,,,"{""202501"": ""SALARIO MES ANTERIOR"", ""__EMPTY"": ""1000-Salário, vencimento, soldo ou subsídio"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 176}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1,46,SALARIO SUBSTITUTO,177,"1000-Salário, vencimento, soldo ou subsídio",OK,-,0,,,,,"{""202501"": ""SALARIO SUBSTITUTO"", ""__EMPTY"": ""1000-Salário, vencimento, soldo ou subsídio"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 177}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1,47,F.G.T.S. PAGO,193,9908-FGTS - depósito,OK,-,0,,,,,"{""202501"": ""F.G.T.S. PAGO"", ""__EMPTY"": ""9908-FGTS - depósito"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 193}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,48,REEMB. DESC. ASSIST. MEDICA,228,2920-Reembolsos diversos,VERIFICAR ,Rubrica com inconsistência de IRRF,Natureza da Rubrica sujerida  9911 - Assistência Médica ,,,,,"{""202501"": ""REEMB. DESC. ASSIST. MEDICA"", ""__EMPTY"": ""2920-Reembolsos diversos"", ""__EMPTY_1"": ""VERIFICAR "", ""__EMPTY_2"": ""Rubrica com inconsistência de IRRF"", ""__EMPTY_3"": ""Natureza da Rubrica sujerida  9911 - Assistência Médica "", ""Competencia"": 228}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1,49,REEMB. DESPESAS,231,9989-Outros valores informativos,OK,-,0,,,,,"{""202501"": ""REEMB. DESPESAS"", ""__EMPTY"": ""9989-Outros valores informativos"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 231}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1,50,REEMB. EXAME DEMISSIONAL,232,9989-Outros valores informativos,0,-,0,,,,,"{""202501"": ""REEMB. EXAME DEMISSIONAL"", ""__EMPTY"": ""9989-Outros valores informativos"", ""__EMPTY_1"": 0, ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 232}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1,51,REEMB. EXAMES MÉDICOS,234,1299-Outros Adicionais,VERIFICAR ,"Rubrica com inconsistência de INSS, IRRF e FGTS",Natureza da Rubrica 1299 foi encerrada em 30.04.2023 - Natureza sujerida 1629 - Ressarcimento de outras despesas,,,,,"{""202501"": ""REEMB. EXAMES MÉDICOS"", ""__EMPTY"": ""1299-Outros Adicionais"", ""__EMPTY_1"": ""VERIFICAR "", ""__EMPTY_2"": ""Rubrica com inconsistência de INSS, IRRF e FGTS"", ""__EMPTY_3"": ""Natureza da Rubrica 1299 foi encerrada em 30.04.2023 - Natureza sujerida 1629 - Ressarcimento de outras despesas"", ""Competencia"": 234}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1,52,REEMB. SALARIO FAMILIA,240,1409-Salário-família,OK,Rubrica com inconsistência de IRRF,0,,,,,"{""202501"": ""REEMB. SALARIO FAMILIA"", ""__EMPTY"": ""1409-Salário-família"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""Rubrica com inconsistência de IRRF"", ""__EMPTY_3"": 0, ""Competencia"": 240}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
