id,upload_id,row_number,col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i,col_j,raw_data,created_at,col_k,col_l,col_m,col_n,col_o,col_p,col_q,col_r,col_s,col_t,col_u,col_v,col_w,col_x,col_y,col_z,col_aa,col_ab,col_ac,col_ad,col_ae,col_af,col_ag,col_ah,col_ai,col_aj,col_ak,col_al,col_am,col_an,col_ao,col_ap,col_aq,col_ar,col_as,col_at,col_au,col_av,col_aw,col_ax,col_ay,col_az,col_ba,col_bb
249,1,249,ADIC. NOTURNO C/20%,836,1205-Adicional noturno,OK,-,0,,,,,"{""202501"": ""ADIC. NOTURNO C/20%"", ""__EMPTY"": ""1205-Adicional noturno"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 836}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,1,250,ADIC. PERICULOSIDADE,840,1203-Adicional de periculosidade,OK,-,Verificar Tipo de Rendimentos no GI ,,,,,"{""202501"": ""ADIC. PERICULOSIDADE"", ""__EMPTY"": ""1203-Adicional de periculosidade"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": ""Verificar Tipo de Rendimentos no GI "", ""Competencia"": 840}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,1,251,DESC. ATRASOS,841,9209-Faltas ou atrados,OK,-,0,,,,,"{""202501"": ""DESC. ATRASOS"", ""__EMPTY"": ""9209-Faltas ou atrados"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 841}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,1,252,DESC. CONTRIB. NEGOCIAL,842,9233-Contribuição sindical – Confederativa,OK,Rubrica com inconsistência de IRRF,0,,,,,"{""202501"": ""DESC. CONTRIB. NEGOCIAL"", ""__EMPTY"": ""9233-Contribuição sindical – Confederativa"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""Rubrica com inconsistência de IRRF"", ""__EMPTY_3"": 0, ""Competencia"": 842}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,1,253,H.EXTRA  NOTURNO C/100%,847,1205-Adicional noturno,OK,-,0,,,,,"{""202501"": ""H.EXTRA  NOTURNO C/100%"", ""__EMPTY"": ""1205-Adicional noturno"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 847}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1,254,DESC. D.S.R. S/FALTAS (HORAS) MÊS ANTERIOR,861,9210-DSR s/faltas e atrasos,VERIFICAR ,-,Natureza da Rubrica sujerida - 9211 DSR sobre faltas,,,,,"{""202501"": ""DESC. D.S.R. S/FALTAS (HORAS) MÊS ANTERIOR"", ""__EMPTY"": ""9210-DSR s/faltas e atrasos"", ""__EMPTY_1"": ""VERIFICAR "", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": ""Natureza da Rubrica sujerida - 9211 DSR sobre faltas"", ""Competencia"": 861}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,1,255,ADIC. INSALUBRIDADE SOBRE SALARIO,864,1202-Adicional de insalubridade,OK,-,Verificar tipo de Rendimentos no GI,,,,,"{""202501"": ""ADIC. INSALUBRIDADE SOBRE SALARIO"", ""__EMPTY"": ""1202-Adicional de insalubridade"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": ""Verificar tipo de Rendimentos no GI"", ""Competencia"": 864}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,1,256,PREMIO ASSIDUIDADE,865,1211-Gratificações,OK,"Rubrica com inconsistência de INSS, IRRF e FGTS",0,,,,,"{""202501"": ""PREMIO ASSIDUIDADE"", ""__EMPTY"": ""1211-Gratificações"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""Rubrica com inconsistência de INSS, IRRF e FGTS"", ""__EMPTY_3"": 0, ""Competencia"": 865}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,1,257,ADICIONAL DE ESTIMULO,870,1211-Gratificações,OK,-,0,,,,,"{""202501"": ""ADICIONAL DE ESTIMULO"", ""__EMPTY"": ""1211-Gratificações"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 870}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,1,258,REEMB. 6% VALE TRANSPORTE,873,1629-Ressarcimento de outras despesas,OK,-,0,,,,,"{""202501"": ""REEMB. 6% VALE TRANSPORTE"", ""__EMPTY"": ""1629-Ressarcimento de outras despesas"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 873}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,1,259,DEV. FALTAS (HORAS),874,"1000-Salário, vencimento, soldo ou subsídio",OK,-,0,,,,,"{""202501"": ""DEV. FALTAS (HORAS)"", ""__EMPTY"": ""1000-Salário, vencimento, soldo ou subsídio"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 874}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,1,260,DEV. D.S.R FALTAS (HORAS),875,"1000-Salário, vencimento, soldo ou subsídio",OK,-,0,,,,,"{""202501"": ""DEV. D.S.R FALTAS (HORAS)"", ""__EMPTY"": ""1000-Salário, vencimento, soldo ou subsídio"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 875}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,1,261,DESC. VALE-TRANSPORTE 6% MÊS ANTERIOR,893,9216-Desconto de vale-transporte,OK,-,0,,,,,"{""202501"": ""DESC. VALE-TRANSPORTE 6% MÊS ANTERIOR"", ""__EMPTY"": ""9216-Desconto de vale-transporte"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 893}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,1,262,DESC. ASSIST. ODONTO. DEPENDENTE MES ANT,895,9299-Outros descontos,VERIFICAR,-,"Natureza da Rubrica sujerida - 9911 Valor não relativo a vencimento ou desconto, relativo à assistência prestada por serviço médico ou odontológico, próprio da empresa ou por ela conveniado, como benefício ao trabalhador",,,,,"{""202501"": ""DESC. ASSIST. ODONTO. DEPENDENTE MES ANT"", ""__EMPTY"": ""9299-Outros descontos"", ""__EMPTY_1"": ""VERIFICAR"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": ""Natureza da Rubrica sujerida - 9911 Valor não relativo a vencimento ou desconto, relativo à assistência prestada por serviço médico ou odontológico, próprio da empresa ou por ela conveniado, como benefício ao trabalhador"", ""Competencia"": 895}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,1,263,DESC. ANTECIPACAO VA E VR,897,0-Não Informado,VERIFICAR,#N/D,"Natureza da Rubrica sujerida - 1806-Alimentação em ticket ou cartão, vinculada ao PAT ",,,,,"{""202501"": ""DESC. ANTECIPACAO VA E VR"", ""__EMPTY"": ""0-Não Informado"", ""__EMPTY_1"": ""VERIFICAR"", ""__EMPTY_2"": ""#N/D"", ""__EMPTY_3"": ""Natureza da Rubrica sujerida - 1806-Alimentação em ticket ou cartão, vinculada ao PAT "", ""Competencia"": 897}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,1,264,VALE LANCHE NAO UTILIZADO MES ANT,900,9243-,OK,-,0,,,,,"{""202501"": ""VALE LANCHE NAO UTILIZADO MES ANT"", ""__EMPTY"": ""9243-"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 900}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,1,265,DIFERENCA DE SALARIO,938,"1000-Salário, vencimento, soldo ou subsídio",OK,-,0,,,,,"{""202501"": ""DIFERENCA DE SALARIO"", ""__EMPTY"": ""1000-Salário, vencimento, soldo ou subsídio"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 938}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,1,266,MULTA POR ATRASO DE SALARIO,948,6129-Outras Indenizações,OK,Rubrica com inconsistência de IRRF,0,,,,,"{""202501"": ""MULTA POR ATRASO DE SALARIO"", ""__EMPTY"": ""6129-Outras Indenizações"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""Rubrica com inconsistência de IRRF"", ""__EMPTY_3"": 0, ""Competencia"": 948}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,1,267,DIF. ASSISTENCIA MEDICA,950,1405-Assistência médica,OK,-,0,,,,,"{""202501"": ""DIF. ASSISTENCIA MEDICA"", ""__EMPTY"": ""1405-Assistência médica"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 950}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,1,268,DESC. PENSAO ALIMENTICIA SALARIO,961,9213-Pensão alimentícia,OK,-,0,,,,,"{""202501"": ""DESC. PENSAO ALIMENTICIA SALARIO"", ""__EMPTY"": ""9213-Pensão alimentícia"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 961}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,1,269,DESC.CESTA BASICA SOCIO,971,1808-,OK,Rubrica com inconsistência de IRRF,0,,,,,"{""202501"": ""DESC.CESTA BASICA SOCIO"", ""__EMPTY"": ""1808-"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""Rubrica com inconsistência de IRRF"", ""__EMPTY_3"": 0, ""Competencia"": 971}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1,270,ADIC. PERICULOSIDADE S/ HORA EXTRA,977,1203-Adicional de periculosidade,OK,-,Verificar Tipo de Rendimentos no GI ,,,,,"{""202501"": ""ADIC. PERICULOSIDADE S/ HORA EXTRA"", ""__EMPTY"": ""1203-Adicional de periculosidade"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": ""Verificar Tipo de Rendimentos no GI "", ""Competencia"": 977}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,1,271,REEMB. ATRASO (HORAS) - MES ANTERIOR,992,"1000-Salário, vencimento, soldo ou subsídio",OK,-,0,,,,,"{""202501"": ""REEMB. ATRASO (HORAS) - MES ANTERIOR"", ""__EMPTY"": ""1000-Salário, vencimento, soldo ou subsídio"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 992}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,1,272,PARCELAMENTO,994,0-Não Informado,VERIFICAR,#N/D,Natureza da Rubrica sujerida - 9989 Outros valores informativos,,,,,"{""202501"": ""PARCELAMENTO"", ""__EMPTY"": ""0-Não Informado"", ""__EMPTY_1"": ""VERIFICAR"", ""__EMPTY_2"": ""#N/D"", ""__EMPTY_3"": ""Natureza da Rubrica sujerida - 9989 Outros valores informativos"", ""Competencia"": 994}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,1,273,LICENCA REMUNERADA,995,1050-Remuneração de dias de afastamento,OK,-,0,,,,,"{""202501"": ""LICENCA REMUNERADA"", ""__EMPTY"": ""1050-Remuneração de dias de afastamento"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": 0, ""Competencia"": 995}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,1,274,DESC. MULTA 40% - REITEGRAÇÃO,1007,0-Não Informado,#N/D,#N/D,#N/D,,,,,"{""202501"": ""DESC. MULTA 40% - REITEGRAÇÃO"", ""__EMPTY"": ""0-Não Informado"", ""__EMPTY_1"": ""#N/D"", ""__EMPTY_2"": ""#N/D"", ""__EMPTY_3"": ""#N/D"", ""Competencia"": 1007}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1,275,ADIC. INSALUBRIDADE SOBRE SALARIO,1010,1202-Adicional de insalubridade,OK,-,Verificar tipo de Rendimentos no GI,,,,,"{""202501"": ""ADIC. INSALUBRIDADE SOBRE SALARIO"", ""__EMPTY"": ""1202-Adicional de insalubridade"", ""__EMPTY_1"": ""OK"", ""__EMPTY_2"": ""-"", ""__EMPTY_3"": ""Verificar tipo de Rendimentos no GI"", ""Competencia"": 1010}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,1,276,Total Geral,,,,,,,,,,"{""Competencia"": ""Total Geral""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
