id,upload_id,row_number,col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i,col_j,raw_data,created_at,natureza_anterior,natureza_nova,usuario_correcao,data_correcao,col_k,col_l,col_m,col_n,col_o,col_p,col_q,col_r,col_s,col_t,col_u,col_v,col_w,col_x,col_y,col_z,col_aa,col_ab,col_ac,col_ad,col_ae,col_af,col_ag,col_ah,col_ai,col_aj,col_ak,col_al,col_am,col_an,col_ao,col_ap,col_aq,col_ar,col_as,col_at,col_au,col_av,col_aw,col_ax,col_ay,col_az,col_ba,col_bb
456,1,1,1,HORAS NORMAIS,"1000-Salário, vencimento, soldo ou subsídio",OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS NORMAIS"", ""CodigoEvento"": 1, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,1,2,2,SALARIO MES,"1000-Salário, vencimento, soldo ou subsídio",OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""SALARIO MES"", ""CodigoEvento"": 2, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1,3,5,PARTICIPACAO LUCROS/RESULTADOS,1300-PLR  Participação em Lucros ou Resultados,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""PARTICIPACAO LUCROS/RESULTADOS"", ""CodigoEvento"": 5, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1300-PLR  Participação em Lucros ou Resultados""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,1,4,10,GRATIFICAÇÃO,1211-Gratificações,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""GRATIFICAÇÃO"", ""CodigoEvento"": 10, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1211-Gratificações""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,1,5,12,DIF. SALARIO,"1000-Salário, vencimento, soldo ou subsídio",OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DIF. SALARIO"", ""CodigoEvento"": 12, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1,7,17,SALARIO MES,6000-Saldo de salários na rescisão contratual,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""SALARIO MES"", ""CodigoEvento"": 17, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""6000-Saldo de salários na rescisão contratual""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,1,10,21,SALARIO SUBSTITUTO MES ANTERIOR,"1000-Salário, vencimento, soldo ou subsídio",OK,-,"Tipode rendimento no GI está como diversos, verificar deveria estar como salário",,,,,"{""EB"": ""-"", ""Nome Evento"": ""SALARIO SUBSTITUTO MES ANTERIOR"", ""CodigoEvento"": 21, ""OBSERVAÇÃO "": ""Tipode rendimento no GI está como diversos, verificar deveria estar como salário"", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1,12,37,DIF. DISSIDIO,"1000-Salário, vencimento, soldo ou subsídio",OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DIF. DISSIDIO"", ""CodigoEvento"": 37, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1,13,47,SALARIO FAMILIA,1409-Salário-família,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""SALARIO FAMILIA"", ""CodigoEvento"": 47, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1409-Salário-família""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,1,14,52,ADIC. NOTURNO C/20%,1205-Adicional noturno,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. NOTURNO C/20%"", ""CodigoEvento"": 52, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,1,15,53,REEMB. I.R.F.,1623-Ressarcimento de provisão,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""REEMB. I.R.F."", ""CodigoEvento"": 53, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1623-Ressarcimento de provisão""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,1,16,54,ADIC. NOTURNO C/25%,1205-Adicional noturno,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. NOTURNO C/25%"", ""CodigoEvento"": 54, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,1,17,55,PRO-LABORE,3508-Retiradas (pró-labore) de proprietários ou sócios,OK,Rubrica com inconsistência de FGTS,,,,,,"{""EB"": ""Rubrica com inconsistência de FGTS"", ""Nome Evento"": ""PRO-LABORE"", ""CodigoEvento"": 55, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""3508-Retiradas (pró-labore) de proprietários ou sócios""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,1,18,56,ADIC. NOTURNO C/30%,1205-Adicional noturno,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. NOTURNO C/30%"", ""CodigoEvento"": 56, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,1,19,57,ADIC. NOTURNO C/35%,1205-Adicional noturno,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. NOTURNO C/35%"", ""CodigoEvento"": 57, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,1,20,60,ADIC. INSALUBRIDADE 07/2019,1202-Adicional de insalubridade,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. INSALUBRIDADE 07/2019"", ""CodigoEvento"": 60, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1202-Adicional de insalubridade""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,1,21,61,ADIC. INSALUBRIDADE MES ANT.,1202-Adicional de insalubridade,OK,-,Verificar tipo de Rendimentos no GI,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. INSALUBRIDADE MES ANT."", ""CodigoEvento"": 61, ""OBSERVAÇÃO "": ""Verificar tipo de Rendimentos no GI"", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1202-Adicional de insalubridade""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,1,22,62,ADIC. INSALUBRIDADE,1202-Adicional de insalubridade,OK,-,Verificar tipo de Rendimentos no GI,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. INSALUBRIDADE"", ""CodigoEvento"": 62, ""OBSERVAÇÃO "": ""Verificar tipo de Rendimentos no GI"", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1202-Adicional de insalubridade""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,1,8,18,ADICIONAL DE SALARIO,1211-Gratificações,Verificar ,-,Natureza da Rubrica sujerida 2501 - Prêmio,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADICIONAL DE SALARIO"", ""CodigoEvento"": 18, ""OBSERVAÇÃO "": ""Natureza da Rubrica sujerida 2501 - Prêmio"", ""Analise Natureza"": ""Verificar "", ""Natureza E-social"": ""1211-Gratificações""}",2026-03-25 15:01:09.753784,1211-Gratificações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1,23,64,ADIC. NOTURNO C/50%,1205-Adicional noturno,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. NOTURNO C/50%"", ""CodigoEvento"": 64, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,1,24,65,ADIC. NOTURNO MES ANTERIOR,1205-Adicional noturno,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. NOTURNO MES ANTERIOR"", ""CodigoEvento"": 65, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1,25,66,ADIC. NOTURNO MES ANT 20%,1205-Adicional noturno,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. NOTURNO MES ANT 20%"", ""CodigoEvento"": 66, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,1,26,67,DIF. ADIC. INSALUBRIDADE,1202-Adicional de insalubridade,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DIF. ADIC. INSALUBRIDADE"", ""CodigoEvento"": 67, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1202-Adicional de insalubridade""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,1,27,69,ADIC. PERICULOSIDADE MES ANTER,1203-Adicional de periculosidade,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. PERICULOSIDADE MES ANTER"", ""CodigoEvento"": 69, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1203-Adicional de periculosidade""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,1,28,70,ADIC. PERICULOSIDADE,1203-Adicional de periculosidade,OK,-,Verificar tipo de Rendimentos no GI  e no bloco da rescisão ,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. PERICULOSIDADE"", ""CodigoEvento"": 70, ""OBSERVAÇÃO "": ""Verificar tipo de Rendimentos no GI  e no bloco da rescisão "", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1203-Adicional de periculosidade""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,1,29,81,HORAS REDUZIDAS ADIC. NOT MES ANT,1205-Adicional noturno,OK,-,Verificar o tipo de rendimentos no GI ,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS REDUZIDAS ADIC. NOT MES ANT"", ""CodigoEvento"": 81, ""OBSERVAÇÃO "": ""Verificar o tipo de rendimentos no GI "", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,1,30,82,HORAS REDUZIDAS ADIC. NOTURNO,1205-Adicional noturno,OK,-,Verificar o tipo de rendimentos no GI ,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS REDUZIDAS ADIC. NOTURNO"", ""CodigoEvento"": 82, ""OBSERVAÇÃO "": ""Verificar o tipo de rendimentos no GI "", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,1,31,93,F.G.T.S. MULTA,6101-Indenização compensatória multa rescisória 20 ou 40% (CF/88),OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""F.G.T.S. MULTA"", ""CodigoEvento"": 93, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""6101-Indenização compensatória multa rescisória 20 ou 40% (CF/88)""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,1,32,102,HORAS EXTRAS 60%,1003-Horas extraordinárias,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS EXTRAS 60%"", ""CodigoEvento"": 102, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,1,33,105,HORAS EXTRAS 50%,1003-Horas extraordinárias,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS EXTRAS 50%"", ""CodigoEvento"": 105, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,1,34,108,HORAS EXTRAS 50% - MES ANTERIOR,1003-Horas extraordinárias,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS EXTRAS 50% - MES ANTERIOR"", ""CodigoEvento"": 108, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,1,35,123,HORAS EXTRAS 100%,1003-Horas extraordinárias,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS EXTRAS 100%"", ""CodigoEvento"": 123, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,1,36,127,HORAS EXTRAS 100% - MES ANTERIOR,1003-Horas extraordinárias,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS EXTRAS 100% - MES ANTERIOR"", ""CodigoEvento"": 127, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,1,39,145,DEV. FALTAS (DIAS),"1000-Salário, vencimento, soldo ou subsídio",OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DEV. FALTAS (DIAS)"", ""CodigoEvento"": 145, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1,43,153,DIF. ADIC. PERICULOSIDADE,1203-Adicional de periculosidade,OK,-,Verificar tipo de Rendimentos no GI  e no bloco da rescisão ,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DIF. ADIC. PERICULOSIDADE"", ""CodigoEvento"": 153, ""OBSERVAÇÃO "": ""Verificar tipo de Rendimentos no GI  e no bloco da rescisão "", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1203-Adicional de periculosidade""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1,44,155,REEMB. VALE ALIMENTACAO MES ANTERIOR,"1806-Alimentação em ticket ou cartão, vinculada ao PAT",OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""REEMB. VALE ALIMENTACAO MES ANTERIOR"", ""CodigoEvento"": 155, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1806-Alimentação em ticket ou cartão, vinculada ao PAT""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,1,51,171,AUX. DOENÇA,"1000-Salário, vencimento, soldo ou subsídio",OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""AUX. DOENÇA"", ""CodigoEvento"": 171, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,1,52,172,ACIDENTE DE TRABALHO (15 DIAS),"1000-Salário, vencimento, soldo ou subsídio",OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ACIDENTE DE TRABALHO (15 DIAS)"", ""CodigoEvento"": 172, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,1,53,173,ACIDENTE DE TRABALHO (F.G.T.S.),9932-Auxílio acidente do acidentário,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ACIDENTE DE TRABALHO (F.G.T.S.)"", ""CodigoEvento"": 173, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9932-Auxílio acidente do acidentário""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,1,54,174,AUX. DOENÇA (F.G.T.S.),9989-Outros valores informativos,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""AUX. DOENÇA (F.G.T.S.)"", ""CodigoEvento"": 174, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9989-Outros valores informativos""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,1,55,176,SALARIO MES ANTERIOR,"1000-Salário, vencimento, soldo ou subsídio",OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""SALARIO MES ANTERIOR"", ""CodigoEvento"": 176, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,1,56,177,SALARIO SUBSTITUTO,"1000-Salário, vencimento, soldo ou subsídio",OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""SALARIO SUBSTITUTO"", ""CodigoEvento"": 177, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1,57,185,INDENIZACAO LEI Nº 7.238/84,6102-Indenização do art. 9º lei nº 7.238/84,OK,"Rubrica com inconsistência de INSS, IRRF e FGTS",,,,,,"{""EB"": ""Rubrica com inconsistência de INSS, IRRF e FGTS"", ""Nome Evento"": ""INDENIZACAO LEI Nº 7.238/84"", ""CodigoEvento"": 185, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""6102-Indenização do art. 9º lei nº 7.238/84""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,1,58,187,P.L.R.,1300-PLR  Participação em Lucros ou Resultados,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""P.L.R."", ""CodigoEvento"": 187, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1300-PLR  Participação em Lucros ou Resultados""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,1,59,190,REEMB. FALTAS DESC. MES ANTERIOR,"1000-Salário, vencimento, soldo ou subsídio",OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""REEMB. FALTAS DESC. MES ANTERIOR"", ""CodigoEvento"": 190, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1,60,193,F.G.T.S. PAGO,9908-FGTS - depósito,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""F.G.T.S. PAGO"", ""CodigoEvento"": 193, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9908-FGTS - depósito""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,1,62,231,REEMB. DESPESAS,9989-Outros valores informativos,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""REEMB. DESPESAS"", ""CodigoEvento"": 231, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9989-Outros valores informativos""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,1,63,232,REEMB. EXAME DEMISSIONAL,9989-Outros valores informativos,-,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""REEMB. EXAME DEMISSIONAL"", ""CodigoEvento"": 232, ""Natureza E-social"": ""9989-Outros valores informativos""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,1,84,278,PAGTO. CESTA BASICA,"1808-Cesta básica ou refeição, vinculada ao PAT",OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""PAGTO. CESTA BASICA"", ""CodigoEvento"": 278, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1808-Cesta básica ou refeição, vinculada ao PAT""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,1,66,236,REEMB. VALE REFEICAO DIF.DISSIDIO,"1806-Alimentação em ticket ou cartão, vinculada ao PAT",OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""REEMB. VALE REFEICAO DIF.DISSIDIO"", ""CodigoEvento"": 236, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1806-Alimentação em ticket ou cartão, vinculada ao PAT""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,1,67,240,REEMB. SALARIO FAMILIA,1409-Salário-família,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""REEMB. SALARIO FAMILIA"", ""CodigoEvento"": 240, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1409-Salário-família""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,1,68,241,SALÁRIO FAMILIA MES ANTERIOR,1409-Salário-família,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""SALÁRIO FAMILIA MES ANTERIOR"", ""CodigoEvento"": 241, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1409-Salário-família""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,1,71,252,AJUDA CRECHE CCT,1406-Auxílio-creche,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""AJUDA CRECHE CCT"", ""CodigoEvento"": 252, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1406-Auxílio-creche""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,1,72,253,DEV. ATRASO/FALTA HORAS,"1000-Salário, vencimento, soldo ou subsídio",OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DEV. ATRASO/FALTA HORAS"", ""CodigoEvento"": 253, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,1,73,254,REEMB. MENSALIDADE. SINDICAL,9231-Contribuição Sindical  Associativa,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""REEMB. MENSALIDADE. SINDICAL"", ""CodigoEvento"": 254, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9231-Contribuição Sindical  Associativa""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,1,74,256,REEMB. DESC. REFEICAO (PAT),"1806-Alimentação em ticket ou cartão, vinculada ao PAT",OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""REEMB. DESC. REFEICAO (PAT)"", ""CodigoEvento"": 256, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1806-Alimentação em ticket ou cartão, vinculada ao PAT""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,1,75,257,ABONO DE FERIAS ARTº 143 (Ferias),1023-Férias - Abono pecuniário,OK,"Rubrica com inconsistência de INSS, IRRF e FGTS",Alterado anteriormente por mim - Adriana ,,,,,"{""EB"": ""Rubrica com inconsistência de INSS, IRRF e FGTS"", ""Nome Evento"": ""ABONO DE FERIAS ARTº 143 (Ferias)"", ""CodigoEvento"": 257, ""OBSERVAÇÃO "": ""Alterado anteriormente por mim - Adriana "", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1023-Férias - Abono pecuniário""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
