id,upload_id,row_number,col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i,col_j,raw_data,created_at,natureza_anterior,natureza_nova,usuario_correcao,data_correcao,col_k,col_l,col_m,col_n,col_o,col_p,col_q,col_r,col_s,col_t,col_u,col_v,col_w,col_x,col_y,col_z,col_aa,col_ab,col_ac,col_ad,col_ae,col_af,col_ag,col_ah,col_ai,col_aj,col_ak,col_al,col_am,col_an,col_ao,col_ap,col_aq,col_ar,col_as,col_at,col_au,col_av,col_aw,col_ax,col_ay,col_az,col_ba,col_bb
607,1,152,444,DIF. VA E VR - CCT,"1806-Alimentação em ticket ou cartão, vinculada ao PAT",OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DIF. VA E VR - CCT"", ""CodigoEvento"": 444, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1806-Alimentação em ticket ou cartão, vinculada ao PAT""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,1,153,449,GRATIFICACAO,1211-Gratificações,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""GRATIFICACAO"", ""CodigoEvento"": 449, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1211-Gratificações""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,1,154,457,ADIC. NOTURNO C/20%,1205-Adicional noturno,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. NOTURNO C/20%"", ""CodigoEvento"": 457, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,1,155,459,13 SALARIO,5001-13º salário,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""13 SALARIO"", ""CodigoEvento"": 459, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""5001-13º salário""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,1,156,462,DESC H EXTRAS 50% - MES ANT,1003-Horas extraordinárias,OK,-,Verificar informações para bloco na rescisão ,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC H EXTRAS 50% - MES ANT"", ""CodigoEvento"": 462, ""OBSERVAÇÃO "": ""Verificar informações para bloco na rescisão "", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,1,157,464,DIF. 13º SALARIO,5001-13º salário,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DIF. 13º SALARIO"", ""CodigoEvento"": 464, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""5001-13º salário""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,1,158,465,DIF. 13º SALARIO,5001-13º salário,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DIF. 13º SALARIO"", ""CodigoEvento"": 465, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""5001-13º salário""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,1,159,469,13º SALARIO S/SALARIO MATERNIDADE,4051-Salário maternidade  13° salário,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""13º SALARIO S/SALARIO MATERNIDADE"", ""CodigoEvento"": 469, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""4051-Salário maternidade  13° salário""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,1,160,470,13º SALARIO,5001-13º salário,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""13º SALARIO"", ""CodigoEvento"": 470, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""5001-13º salário""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,1,161,478,ARTIGO 477,6106-Multa do art. 477 da CLT,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""ARTIGO 477"", ""CodigoEvento"": 478, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""6106-Multa do art. 477 da CLT""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,1,162,479,INDENIZACAO ARTº 479,6104-Indenização do art. 479 da CLT,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""INDENIZACAO ARTº 479"", ""CodigoEvento"": 479, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""6104-Indenização do art. 479 da CLT""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,1,163,480,ADIC. S/13º SALARIO,5001-13º salário,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. S/13º SALARIO"", ""CodigoEvento"": 480, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""5001-13º salário""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,1,164,481,ADIC. 13º SALARIO S/AVISO PREVIO,6001-13º salário relativo ao aviso-prévio indenizado,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""ADIC. 13º SALARIO S/AVISO PREVIO"", ""CodigoEvento"": 481, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""6001-13º salário relativo ao aviso-prévio indenizado""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,1,165,482,ADIC. PERICULOSIDADE S/2ª PARCELA 13º SALARIO,5001-13º salário,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. PERICULOSIDADE S/2ª PARCELA 13º SALARIO"", ""CodigoEvento"": 482, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""5001-13º salário""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,1,166,483,F.G.T.S. MES ANTERIOR,9908-FGTS - depósito,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""F.G.T.S. MES ANTERIOR"", ""CodigoEvento"": 483, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9908-FGTS - depósito""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,1,167,488,DIF. VALE REFEICAO,"1806-Alimentação em ticket ou cartão, vinculada ao PAT",OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DIF. VALE REFEICAO"", ""CodigoEvento"": 488, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1806-Alimentação em ticket ou cartão, vinculada ao PAT""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,1,168,490,DIF. ASSISTENCIA MEDICA,1405-Assistência médica,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""DIF. ASSISTENCIA MEDICA"", ""CodigoEvento"": 490, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1405-Assistência médica""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,1,169,499,DIF. VALE-TRANSPORTE,1810-Transporte,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""DIF. VALE-TRANSPORTE"", ""CodigoEvento"": 499, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1810-Transporte""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,1,172,502,DESC. ATRASO/FALTA HORAS,9209-Faltas ou atrados,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. ATRASO/FALTA HORAS"", ""CodigoEvento"": 502, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9209-Faltas ou atrados""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,1,175,505,DESC. ATRASOS/SAIDAS ANTECIPADAS,9209-Faltas ou atrados,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. ATRASOS/SAIDAS ANTECIPADAS"", ""CodigoEvento"": 505, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9209-Faltas ou atrados""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,1,176,506,DESC. ATRASOS/SAIDAS MES ANTERIOR,9209-Faltas ou atrados,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. ATRASOS/SAIDAS MES ANTERIOR"", ""CodigoEvento"": 506, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9209-Faltas ou atrados""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,1,177,507,DESC. D.S.R. MES ANTERIOR,9210-DSR s/faltas e atrasos,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. D.S.R. MES ANTERIOR"", ""CodigoEvento"": 507, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9210-DSR s/faltas e atrasos""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,1,179,510,DESC. DEVOL.PAGTO A MAIOR,9290-Desconto de pagamento indevido em meses anteriores,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. DEVOL.PAGTO A MAIOR"", ""CodigoEvento"": 510, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9290-Desconto de pagamento indevido em meses anteriores""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,1,180,511,DESC. DIF.DISSIDIO,9290-Desconto de pagamento indevido em meses anteriores,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. DIF.DISSIDIO"", ""CodigoEvento"": 511, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9290-Desconto de pagamento indevido em meses anteriores""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,1,183,519,DESC. CONTRIB. ASSISTENCIAL LABORAL,9232-Contribuição Sindical  Assistencial,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. CONTRIB. ASSISTENCIAL LABORAL"", ""CodigoEvento"": 519, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9232-Contribuição Sindical  Assistencial""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,1,185,521,DESC. AVISO PREVIO,6901-Desconto do aviso-prévio,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""DESC. AVISO PREVIO"", ""CodigoEvento"": 521, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""6901-Desconto do aviso-prévio""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,1,188,525,DESC. PGTO. ANTECIPADO,9200-Desconto de Adiantamentos,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. PGTO. ANTECIPADO"", ""CodigoEvento"": 525, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9200-Desconto de Adiantamentos""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,1,189,526,DESC. PLR,9200-Desconto de Adiantamentos,VERIFICAR ,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""DESC. PLR"", ""CodigoEvento"": 526, ""Analise Natureza"": ""VERIFICAR "", ""Natureza E-social"": ""9200-Desconto de Adiantamentos""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,1,190,530,DESC. VALE-TRANSP DISSIDIO 6%,9216-Desconto de vale-transporte,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""DESC. VALE-TRANSP DISSIDIO 6%"", ""CodigoEvento"": 530, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9216-Desconto de vale-transporte""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,1,192,540,DESC. SALDO NEGATIVO,2930-Insuficiência de saldo,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. SALDO NEGATIVO"", ""CodigoEvento"": 540, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""2930-Insuficiência de saldo""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,1,193,541,DESC. ARREDONDAMENTO,2999-Arredondamentos,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. ARREDONDAMENTO"", ""CodigoEvento"": 541, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""2999-Arredondamentos""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,1,194,544,DESC. DIVERSOS,9299-Outros descontos,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""DESC. DIVERSOS"", ""CodigoEvento"": 544, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,1,195,546,DESC. ADIANT. NORMAL (FORAMES),9200-Desconto de Adiantamentos,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. ADIANT. NORMAL (FORAMES)"", ""CodigoEvento"": 546, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9200-Desconto de Adiantamentos""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,1,196,547,DESC. ESTACIONAMENTO,9299-Outros descontos,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""DESC. ESTACIONAMENTO"", ""CodigoEvento"": 547, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,1,197,548,DESC. VR NAO UTILIZADO,"9243-Cesta básica ou refeição, vinculada ao PAT - Desconto",OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. VR NAO UTILIZADO"", ""CodigoEvento"": 548, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9243-Cesta básica ou refeição, vinculada ao PAT - Desconto""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,1,198,550,DESC. PAGTO. INDEVIDO,9299-Outros descontos,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""DESC. PAGTO. INDEVIDO"", ""CodigoEvento"": 550, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,1,199,552,DESC. CONTRIB. ASSISTENCIAL LABORAL,9232-Contribuição Sindical  Assistencial,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""DESC. CONTRIB. ASSISTENCIAL LABORAL"", ""CodigoEvento"": 552, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9232-Contribuição Sindical  Assistencial""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,1,200,554,DESC. 13º SALARIO,9214-13° salário  desconto de adiantamento,OK,Rubrica com inconsistência de INSS e IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de INSS e IRRF"", ""Nome Evento"": ""DESC. 13º SALARIO"", ""CodigoEvento"": 554, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9214-13° salário  desconto de adiantamento""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,1,201,555,DESC. 13º SALARIO ANTECIPADO,9214-13° salário  desconto de adiantamento,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""DESC. 13º SALARIO ANTECIPADO"", ""CodigoEvento"": 555, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9214-13° salário  desconto de adiantamento""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,1,202,556,DESC. MEDIAS ANTECIPACAO 13º SALARIO,9214-13° salário  desconto de adiantamento,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""DESC. MEDIAS ANTECIPACAO 13º SALARIO"", ""CodigoEvento"": 556, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9214-13° salário  desconto de adiantamento""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1,203,558,DESC. ANTEC. ADIC. INSALUBRIDADE S/13º 1ª PARCELA,9214-13° salário  desconto de adiantamento,OK ,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""DESC. ANTEC. ADIC. INSALUBRIDADE S/13º 1ª PARCELA"", ""CodigoEvento"": 558, ""Analise Natureza"": ""OK "", ""Natureza E-social"": ""9214-13° salário  desconto de adiantamento""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,1,204,560,DESC. FERIAS PAGAS,9299-Outros descontos,VERIFICAR,-,Natureza de Rubrica sujerida - 9221 Desconto de férias ,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. FERIAS PAGAS"", ""CodigoEvento"": 560, ""OBSERVAÇÃO "": ""Natureza de Rubrica sujerida - 9221 Desconto de férias "", ""Analise Natureza"": ""VERIFICAR"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,1,205,564,DESC. 2ª VIA CARTAO ALIMENTACAO,9299-Outros descontos,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. 2ª VIA CARTAO ALIMENTACAO"", ""CodigoEvento"": 564, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,1,206,566,DESC. I.N.S.S.,9201-Contribuição Previdenciária,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""DESC. I.N.S.S."", ""CodigoEvento"": 566, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9201-Contribuição Previdenciária""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,1,207,570,DESC. I.R.F.,9203-Imposto de renda retido na fonte,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. I.R.F."", ""CodigoEvento"": 570, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9203-Imposto de renda retido na fonte""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,1,208,571,DESC. I.R.F. S/FERIAS,9203-Imposto de renda retido na fonte,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. I.R.F. S/FERIAS"", ""CodigoEvento"": 571, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9203-Imposto de renda retido na fonte""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,1,209,572,DESC. I.R.F. S/13º SALARIO,9203-Imposto de renda retido na fonte,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. I.R.F. S/13º SALARIO"", ""CodigoEvento"": 572, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9203-Imposto de renda retido na fonte""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,1,210,575,DESC. CONTRIB. ASSISTENCIAL - SINDMAN,9232-Contribuição Sindical  Assistencial,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""DESC. CONTRIB. ASSISTENCIAL - SINDMAN"", ""CodigoEvento"": 575, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9232-Contribuição Sindical  Assistencial""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,1,211,577,DESC. VA NAO UTILIZADO MES ANTERIOR,"9243-Cesta básica ou refeição, vinculada ao PAT - Desconto",VERIFICAR ,-,"Natureza da Rubrica sujerida - 9241 Alimentação em ticket ou cartão, vinculada ao PAT - Desconto",,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. VA NAO UTILIZADO MES ANTERIOR"", ""CodigoEvento"": 577, ""OBSERVAÇÃO "": ""Natureza da Rubrica sujerida - 9241 Alimentação em ticket ou cartão, vinculada ao PAT - Desconto"", ""Analise Natureza"": ""VERIFICAR "", ""Natureza E-social"": ""9243-Cesta básica ou refeição, vinculada ao PAT - Desconto""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,1,212,578,DESC. VALE LANCHE NAO UTILIZADO,"9243-Cesta básica ou refeição, vinculada ao PAT - Desconto",OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. VALE LANCHE NAO UTILIZADO"", ""CodigoEvento"": 578, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9243-Cesta básica ou refeição, vinculada ao PAT - Desconto""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,1,213,579,DESC. FALTAS (DIAS) MES ANTERIOR,9209-Faltas ou atrados,VERIFICAR ,-,Natureza da Rubrica sujerida - 9207 - Faltas ,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. FALTAS (DIAS) MES ANTERIOR"", ""CodigoEvento"": 579, ""OBSERVAÇÃO "": ""Natureza da Rubrica sujerida - 9207 - Faltas "", ""Analise Natureza"": ""VERIFICAR "", ""Natureza E-social"": ""9209-Faltas ou atrados""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,1,214,580,INDENIZACAO ARTº 480,6904-Multa prevista no art. 480 da CLT,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""INDENIZACAO ARTº 480"", ""CodigoEvento"": 580, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""6904-Multa prevista no art. 480 da CLT""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,1,215,582,DESC. CONTRIB. COL. LAB. SINTACLUNS,9232-Contribuição Sindical  Assistencial,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""DESC. CONTRIB. COL. LAB. SINTACLUNS"", ""CodigoEvento"": 582, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9232-Contribuição Sindical  Assistencial""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,1,216,584,DESC. MENS. SINDICAL,9231-Contribuição Sindical  Associativa,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. MENS. SINDICAL"", ""CodigoEvento"": 584, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9231-Contribuição Sindical  Associativa""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,1,217,585,DESC. MENS. SINDICAL MES ANTERIOR,9231-Contribuição Sindical  Associativa,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""DESC. MENS. SINDICAL MES ANTERIOR"", ""CodigoEvento"": 585, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9231-Contribuição Sindical  Associativa""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,1,218,586,DESC. CONTRIB. SINDICAL,9230-Contribuição Sindical  Compulsória,VERIFICAR ,Rubrica com inconsistência de IRRF,Natureza da Rubrica sujerida - 9232 - Contribuição sindical - Assistencial,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""DESC. CONTRIB. SINDICAL"", ""CodigoEvento"": 586, ""OBSERVAÇÃO "": ""Natureza da Rubrica sujerida - 9232 - Contribuição sindical - Assistencial"", ""Analise Natureza"": ""VERIFICAR "", ""Natureza E-social"": ""9230-Contribuição Sindical  Compulsória""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
