id,cod_rubrica,descricao,cod_natureza,incid_inss,incid_irrf,incid_fgts,analise,incid_base_legal_inss,incid_base_legal_irrf,incid_base_legal_fgts,importado_em,corrigido,corrigido_em,envio_status,ini_valid_esocial
90,291,ADIC. INSALUBRIDADE S/1ª 13º SALARIO,5504 - 13º salário - Adiantamento,0,0,12,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 26 da Lei nº 7.713/88,12 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
91,292,ADIC. NOT MES ANT C/30%,1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
68,241,SALÁRIO FAMILIA MES ANTERIOR,1409 - Salário-família,51,0,0,Rubrica com inconsistência de IRRF,"51 - Artigo 28, inciso I, da Lei n° 8.212/91","79 - Artigos 5º, inciso VII da IN 1500/2014",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,t,2026-03-28 19:21:51.438815,feito,2018-02
67,240,REEMB. SALARIO FAMILIA,1409 - Salário-família,51,0,0,Rubrica com inconsistência de IRRF,"51 - Artigo 28, inciso I, da Lei n° 8.212/91","79 - Artigos 5º, inciso VII da IN 1500/2014",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,t,2026-03-28 19:20:33.873971,feito,2018-02
92,293,F.G.T.S. S/13º SALARIO,9908 - FGTS - depósito,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 7º da Lei nº 8.134/90,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
93,294,DESP DE VIAGENS,"1621 - Ressarcimento de despesas de viagem, exceto despesas com veículos",0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","9 - Artigo 6º, inciso II da Lei nº 7.713/88","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
94,295,REEMB. ASSIST. MEDICA,1405 - Assistência médica,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","9 - artigo 35, inciso I, alínea p do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
95,299,ADIC. SALARIO,1211 - Gratificações,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
96,303,REEMB. DESC. FALTAS E ATRASOS,"1000 - Salário, vencimento, soldo ou subsídio",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
97,305,REEMB.V.REFEICAO./ ALIM. REF. EXTRAS,"1806 - Alimentação em ticket ou cartão, vinculada ao PAT",0,9,0,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","9 - artigo 35, inciso I, alínea p do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
98,312,COMPLEMENTO PGTO.,"1000 - Salário, vencimento, soldo ou subsídio",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
99,314,DIF. CESTA BASICA,"1808 - Alimentação concedida sob a forma de cesta básica ou refeição, por empresa vinculada ao PAT",0,9,0,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","9 - artigo 35, inciso I, alínea p do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
100,320,SOBRE AVISO,1011 - Sobreaviso e prontidão,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
101,335,AVISO PREVIO INDENIZADO,9989 - Outros valores informativos,0,9,0,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91",9 - Artigo 12-A da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
102,339,DEVOLUCAO FALTAS / DSR,"1000 - Salário, vencimento, soldo ou subsídio",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
103,341,DIF. CCT/2019,"1000 - Salário, vencimento, soldo ou subsídio",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
104,342,DIF. CESTA BASICA CCT,"9243 - Cesta básica ou refeição, vinculada ao PAT - Desconto",0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
105,343,DIF. VALE REFEICAO CCT,"1806 - Alimentação em ticket ou cartão, vinculada ao PAT",0,9,0,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","9 - artigo 35, inciso I, alínea p do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
106,346,DIFERENCA DE SALARIO,"1000 - Salário, vencimento, soldo ou subsídio",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
107,347,FERIAS VENCIDAS INDENIZADAS (Rescisao),6007 - Férias vencidas na rescisão,0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","74 - Artigo 6º, inciso V da Lei nº 7.713/88; artigo 682 do Decreto nº 9.580/2018; ADI SRF 14/2005","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
108,348,1/3 FERIAS VENCIDAS INDENIZADAS (Rescisao),6007 - Férias vencidas na rescisão,0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","74 - Artigo 6º, inciso V da Lei nº 7.713/88; artigo 682 do Decreto nº 9.580/2018; ADI SRF 14/2005","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
109,349,AVISO PREVIO INDENIZADO (Lei 12506),6003 - Indenização compensatória do aviso-prévio,0,9,21,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","74 - Artigo 6º, inciso V da Lei nº 7.713/88",21 - Artigo 15 da Lei n° 8.036/90 e Súmula 305 do TST,2026-03-28 04:05:08.371145,f,,pendente,
110,350,FERIAS NORMAIS (Ferias),1016 - Férias - Gozadas,11,13,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/910 - Artigo 28, inciso I, da Lei n° 8.212/91",13 - Artigos 3º e 7º da Lei nº 7.713/889 - valor do pagamento informar no 1015,11 - Artigo 15 da Lei n° 8.036/900 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
111,351,1/3 FERIAS NORMAIS (Ferias),1017 - Férias - Gozadas,11,13,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",13 - Artigos 3º e 7º da Lei nº 7.713/889 - valor do pagamento informar no 1015,11 - http://www.planalto.gov.br/ccivil_03/leis/l7713.htm,2026-03-28 04:05:08.371145,f,,pendente,
112,353,AVISO PREVIO INDENIZADO,6003 - Indenização compensatória do aviso-prévio,0,0,21,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","74 - Artigo 6º, inciso V da Lei nº 7.713/88",21 - Artigo 15 da Lei n° 8.036/90 e Súmula 305 do TST,2026-03-28 04:05:08.371145,f,,pendente,
113,354,MEDIAS S/AVISO PREVIO INDENIZADO,6003 - Indenização compensatória do aviso-prévio,0,0,21,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","74 - Artigo 6º, inciso V da Lei nº 7.713/88",21 - Artigo 15 da Lei n° 8.036/90 e Súmula 305 do TST,2026-03-28 04:05:08.371145,f,,pendente,
114,357,FERIAS PROPORCIONAIS (Rescisao),6006 - Férias proporcionais,0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","74 - Artigo 6º, inciso V da Lei nº 7.713/88; artigo 682 do Decreto nº 9.580/2018; ADI SRF 14/2005","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
115,358,1/3 FERIAS PROPORCIONAIS (Rescisao),6006 - Férias proporcionais,0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","74 - Artigo 6º, inciso V da Lei nº 7.713/88; artigo 682 do Decreto nº 9.580/2018; ADI SRF 14/2005","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
116,359,ADIC. FERIAS INDENIZADAS (Rescisao),6007 - Férias vencidas na rescisão,0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","74 - Artigo 6º, inciso V da Lei nº 7.713/88; artigo 682 do Decreto nº 9.580/2018; ADI SRF 14/2005","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
117,360,1/3 ADIC. FERIAS INDENIZADAS (Rescisao),6007 - Férias vencidas na rescisão,0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","74 - Artigo 6º, inciso V da Lei nº 7.713/88; artigo 682 do Decreto nº 9.580/2018; ADI SRF 14/2005","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
118,361,ADIC. FERIAS S/AVISO PREVIO,6007 - Férias vencidas na rescisão,0,13,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","74 - Artigo 6º, inciso V da Lei nº 7.713/88; artigo 682 do Decreto nº 9.580/2018; ADI SRF 14/2005","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
119,363,EMPRESTIMO SALDO NEGATIVO,2930 - Insuficiência de saldo,0,0,0,Rubrica com inconsistência de IRRF,0 - Sem previsão legal.,9 - Sem previsão legal.,0 - Sem previsão legal.,2026-03-28 04:05:08.371145,f,,pendente,
120,366,DEVOL. I.N.S.S.- FOLHA,1623 - Ressarcimento de provisão,0,9,0,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","9 - artigo 35, inciso I, alínea p do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
121,367,13º SALARIO PROP. S/AVISO PREVIO (Lei 12506),6001 - 13º salário relativo ao aviso-prévio indenizado,12,12,21,Rubrica com inconsistência de IRRF,"12 - Artigo 28, inciso I, da Lei n° 8.212/91","74 - 1.500/2014 (art. 7º, inciso III)",21 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
122,368,FERIAS S/AVISO PREVIO INDENIZADO (Lei 12506),6007 - Férias vencidas na rescisão,0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","74 - Artigo 6º, inciso V da Lei nº 7.713/88; artigo 682 do Decreto nº 9.580/2018; ADI SRF 14/2005","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
123,369,1/3 FERIAS S/AVISO PREVIO INDENIZADO (Lei 12506),6007 - Férias vencidas na rescisão,0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","74 - Artigo 6º, inciso V da Lei nº 7.713/88; artigo 682 do Decreto nº 9.580/2018; ADI SRF 14/2005","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
124,370,13º SALARIO INDENIZADO,6002 - 13° salário proporcional na rescisão,12,12,12,-,"12 - Artigo 28, inciso I, da Lei n° 8.212/91",12 - Artigos 3º e 7º da Lei nº 7.713/88,12 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
125,371,13º SALARIO PROP. S/AVISO PREVIO,6001 - 13º salário relativo ao aviso-prévio indenizado,12,12,21,Rubrica com inconsistência de IRRF,"12 - Artigo 28, inciso I, da Lei n° 8.212/91","74 - 1.500/2014 (art. 7º, inciso III)",21 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
126,372,FERIAS S/AVISO PREVIO INDENIZADO,6006 - Férias proporcionais,0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","74 - Artigo 6º, inciso V da Lei nº 7.713/88; artigo 682 do Decreto nº 9.580/2018; ADI SRF 14/2005","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
127,373,1/3 FERIAS S/AVISO PREVIO INDENIZADO,6006 - Férias proporcionais,0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","74 - Artigo 6º, inciso V da Lei nº 7.713/88; artigo 682 do Decreto nº 9.580/2018; ADI SRF 14/2005","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
128,374,1/3 ADIC. FERIAS S/AVISO PREVIO,6006 - Férias proporcionais,0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","74 - Artigo 6º, inciso V da Lei nº 7.713/88; artigo 682 do Decreto nº 9.580/2018; ADI SRF 14/2005","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
129,375,ADIC. 13º SALARIO S/AVISO PREVIO,6001 - 13º salário relativo ao aviso-prévio indenizado,12,12,21,Rubrica com inconsistência de IRRF,"12 - Artigo 28, inciso I, da Lei n° 8.212/91","74 - 1.500/2014 (art. 7º, inciso III)",21 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
130,379,REEMB VALE REFEICAO/ ALIMENTACAO,"1806 - Alimentação em ticket ou cartão, vinculada ao PAT",0,9,0,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","9 - artigo 35, inciso I, alínea p do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
131,381,ADIC. INSALUBRIDADE S/13º SALARIO,5001 - 13º salário,12,12,12,-,"12 - Artigo 28, inciso I, da Lei n° 8.212/91",12 - Artigos 3º e 7º da Lei nº 7.713/88,12 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
132,384,EMPRESTIMO FOLHA,2930 - Insuficiência de saldo,0,0,0,Rubrica com inconsistência de IRRF,0 - Sem previsão legal.,9 - Sem previsão legal.,0 - Sem previsão legal.,2026-03-28 04:05:08.371145,f,,pendente,
133,390,SALARIO MATERNIDADE,4050 - Salário maternidade,21,11,11,-,"21 - Artigo 28, inciso I, da Lei n° 8.212/9115 - IN 2185/2024",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
134,393,F.G.T.S. S/AVISO PREVIO (Rescisao),9908 - FGTS - depósito,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 7º da Lei nº 8.134/90,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
135,396,DEVOL. I.N.S.S. - 13º SALARIO,1623 - Ressarcimento de provisão,0,11,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","9 - artigo 35, inciso I, alínea p do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
136,402,PREMIO TEMPO DE SERVICO,1206 - Adicional por tempo de serviço,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
137,403,COMPLEMENTO FERIAS (DISSIDIO),1016 - Férias - Gozadas,11,13,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/910 - Artigo 28, inciso I, da Lei n° 8.212/91",13 - Artigos 3º e 7º da Lei nº 7.713/889 - valor do pagamento informar no 1015,11 - Artigo 15 da Lei n° 8.036/900 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
138,404,DIF. FERIAS,1016 - Férias - Gozadas,11,13,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/910 - Artigo 28, inciso I, da Lei n° 8.212/91",13 - Artigos 3º e 7º da Lei nº 7.713/889 - valor do pagamento informar no 1015,11 - Artigo 15 da Lei n° 8.036/900 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
139,405,MEDIAS FERIAS (Ferias),1016 - Férias - Gozadas,11,13,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/910 - Artigo 28, inciso I, da Lei n° 8.212/91",13 - Artigos 3º e 7º da Lei nº 7.713/889 - valor do pagamento informar no 1015,11 - Artigo 15 da Lei n° 8.036/900 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
140,406,1/3 MEDIAS FERIAS (Ferias),1017 - Férias - Gozadas,11,13,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",13 - Artigos 3º e 7º da Lei nº 7.713/889 - valor do pagamento informar no 1015,11 - http://www.planalto.gov.br/ccivil_03/leis/l7713.htm,2026-03-28 04:05:08.371145,f,,pendente,
141,407,MEDIAS FERIAS S/ABONO (Ferias),1023 - Férias - abono pecuniário,0,75,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","75 - Artigo 1º da IN RFB n° 936/2009; itens 5, 6 e 7 da Parecer PGFN/PGA nº 2.683/200813 - Solução de consulta cosit 209/2021","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
142,408,1/3 MEDIAS FERIAS S/ABONO (Ferias),1023 - Férias - abono pecuniário,0,75,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","75 - Artigo 1º da IN RFB n° 936/2009; itens 5, 6 e 7 da Parecer PGFN/PGA nº 2.683/200813 - Solução de consulta cosit 209/2021","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
143,420,ABONO PECUNIARIO RODOVIARIOS,1403 - Abono legal,0,75,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
144,421,AJUDA DE CUSTO,1603 - Ajuda de custo,0,73,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","73 - Artigo 6°, inciso XX, da Lei nº 7.713/88","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
145,426,COMBUSTIVEL,1620 - Ressarcimento de despesas pelo uso de veículo próprio,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88; Acórdão nº 10-39726/2012,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
146,428,REEMBOLSO DESC. INDEVIDO,1629 - Ressarcimento de outras despesas  em caráter indenizatório patrimonial,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 6º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
147,430,DEVOLUCAO DESC. VT,1629 - Ressarcimento de outras despesas  em caráter indenizatório patrimonial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 6º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
148,431,DEVOLUCAO DESC. MULTAS TRANSITO,2920 - Reembolsos diversos,0,0,0,Rubrica com inconsistência de IRRF,"11 - Artigo 28, inciso I, da Lei n° 8.212/910 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,"11 - Artigo 15 da Lei n° 8.036/900 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
149,439,HORAS EXTRAS 100% MES ANTERIOR,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
150,441,HORAS EXTRAS 50% MES ANTERIOR,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
151,444,DIF. VA E VR - CCT,"1806 - Alimentação em ticket ou cartão, vinculada ao PAT",0,9,0,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","9 - artigo 35, inciso I, alínea p do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
152,449,GRATIFICACAO,1211 - Gratificações,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
153,457,ADIC. NOTURNO C/20%,1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
154,459,13 SALARIO,5001 - 13º salário,12,12,12,-,"12 - Artigo 28, inciso I, da Lei n° 8.212/91",12 - Artigos 3º e 7º da Lei nº 7.713/88,12 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
155,462,DESC H EXTRAS 50% - MES ANT,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
156,464,DIF. 13º SALARIO,5001 - 13º salário,12,12,12,-,"12 - Artigo 28, inciso I, da Lei n° 8.212/91",12 - Artigos 3º e 7º da Lei nº 7.713/88,12 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
157,465,DIF. 13º SALARIO,5001 - 13º salário,12,12,12,-,"12 - Artigo 28, inciso I, da Lei n° 8.212/91",12 - Artigos 3º e 7º da Lei nº 7.713/88,12 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
158,469,13º SALARIO S/SALARIO MATERNIDADE,4051 - Salário maternidade - 13º salário,22,12,12,-,"22 - Artigo 28, inciso I, da Lei n° 8.212/91",12 - Artigo 26 da Lei nº 7.713/88,12 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
159,470,13º SALARIO,5001 - 13º salário,12,12,12,-,"12 - Artigo 28, inciso I, da Lei n° 8.212/91",12 - Artigos 3º e 7º da Lei nº 7.713/88,12 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
160,478,ARTIGO 477,6106 - Multa do art. 477 da CLT.,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","74 - Artigo 6º, inciso V da Lei nº 7.713/88","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
161,479,INDENIZACAO ARTº 479,6104 - Indenização do art. 479 da CLT,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","74 - Artigo 6º, inciso V da Lei nº 7.713/88 e artigo 28 da Lei nº 8.036/90","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
162,480,ADIC. S/13º SALARIO,5001 - 13º salário,12,12,12,-,"12 - Artigo 28, inciso I, da Lei n° 8.212/91",12 - Artigos 3º e 7º da Lei nº 7.713/88,12 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
163,481,ADIC. 13º SALARIO S/AVISO PREVIO,6001 - 13º salário relativo ao aviso-prévio indenizado,12,12,21,Rubrica com inconsistência de IRRF,"12 - Artigo 28, inciso I, da Lei n° 8.212/91","74 - 1.500/2014 (art. 7º, inciso III)",21 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
164,482,ADIC. PERICULOSIDADE S/2ª PARCELA 13º SALARIO,5001 - 13º salário,12,12,12,-,"12 - Artigo 28, inciso I, da Lei n° 8.212/91",12 - Artigos 3º e 7º da Lei nº 7.713/88,12 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
165,483,F.G.T.S. MES ANTERIOR,9908 - FGTS - depósito,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 7º da Lei nº 8.134/90,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
166,488,DIF. VALE REFEICAO,"1806 - Alimentação em ticket ou cartão, vinculada ao PAT",0,9,0,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","9 - artigo 35, inciso I, alínea p do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
167,490,DIF. ASSISTENCIA MEDICA,1405 - Assistência médica,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","9 - artigo 35, inciso I, alínea p do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
