id,cod_rubrica,descricao,cod_natureza,incid_inss,incid_irrf,incid_fgts,analise,incid_base_legal_inss,incid_base_legal_irrf,incid_base_legal_fgts,importado_em,corrigido,corrigido_em,envio_status,ini_valid_esocial
244,632,DESC. CONT.. COLAB. LAB. CABINEIROS,9232 - Contribuição Sindical - Assistencial,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
245,635,DIF EMPRESTIMO,9254 - Empréstimos consignados - desconto,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 7º da Lei nº 8.134/90,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
246,638,DESC. ASSIST. ODONT. DEP. SINTACLUNS,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
247,640,DESC. PENSAO ALIMENTICIA S/13º SALARIO,9213 - Pensão alimentícia,0,52,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","51 - Artigo 4º, inciso IV, da Lei nº 9.250/9552 - Artigo 4º, inciso IV, da Lei nº 9.250/9553 - Artigo 4º, inciso IV, da Lei nº 9.250/9554 - Artigo 3º, § 10 da Lei nº 10.101/2000","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
248,641,DESC. I.N.S.S. (FÉRIAS),9201 - Contribuição Previdenciária,31,13,0,Rubrica com inconsistência de IRRF,"31 - Artigo 28, § 9º da Lei n° 8.212/9132 - Artigo 28, § 9º da Lei n° 8.212/91","41 - Artigo 4º, inciso IV, da Lei nº 9.250/9542 - Artigo 4º, inciso IV, da Lei nº 9.250/959 - Artigo 4º, inciso IV, da Lei nº 9.250/95",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
249,642,DESC INSALUBRIDADE INDEVIDO,1202 - Adicional de insalubridade,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
250,647,DESC. EMPRESTIMO ZIPDIN,9254 - Empréstimos consignados - desconto,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 7º da Lei nº 8.134/90,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
251,655,DESC. PENSAO ALIMENTICIA SALARIO,9213 - Pensão alimentícia,0,51,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","51 - Artigo 4º, inciso IV, da Lei nº 9.250/9552 - Artigo 4º, inciso IV, da Lei nº 9.250/9553 - Artigo 4º, inciso IV, da Lei nº 9.250/9554 - Artigo 3º, § 10 da Lei nº 10.101/2000","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
252,656,DESC. PENSAO ALIMENTICIA S/13º SALARIO,9213 - Pensão alimentícia,0,52,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","51 - Artigo 4º, inciso IV, da Lei nº 9.250/9552 - Artigo 4º, inciso IV, da Lei nº 9.250/9553 - Artigo 4º, inciso IV, da Lei nº 9.250/9554 - Artigo 3º, § 10 da Lei nº 10.101/2000","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
253,657,DESC. PENSAO ALIMENTICIA EM FERIAS,9213 - Pensão alimentícia,0,53,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","51 - Artigo 4º, inciso IV, da Lei nº 9.250/9552 - Artigo 4º, inciso IV, da Lei nº 9.250/9553 - Artigo 4º, inciso IV, da Lei nº 9.250/9554 - Artigo 3º, § 10 da Lei nº 10.101/2000","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
254,658,DESC. PENSAO ALIM S/ Férias,9213 - Pensão alimentícia,0,11,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","51 - Artigo 4º, inciso IV, da Lei nº 9.250/9552 - Artigo 4º, inciso IV, da Lei nº 9.250/9553 - Artigo 4º, inciso IV, da Lei nº 9.250/9554 - Artigo 3º, § 10 da Lei nº 10.101/2000","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
255,659,DESC. PENSAO ALIMENTICIA ACORDO,9213 - Pensão alimentícia,0,11,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","51 - Artigo 4º, inciso IV, da Lei nº 9.250/9552 - Artigo 4º, inciso IV, da Lei nº 9.250/9553 - Artigo 4º, inciso IV, da Lei nº 9.250/9554 - Artigo 3º, § 10 da Lei nº 10.101/2000","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
256,661,REEMB. VT-SALVADORCARD,1810 - Transporte (Servidores e Empregados Públicos),0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 5º da IN 1500/2014,"0 - Precedente Administrativo nº 311 - Precedente Administrativo nº 3, Ato Declaratório 04/2002",2026-03-28 04:05:08.371145,f,,pendente,
257,663,REEMB. VT-SALVADORCARD NAO CARREGADO,1810 - Transporte (Servidores e Empregados Públicos),0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 5º da IN 1500/2014,"0 - Precedente Administrativo nº 311 - Precedente Administrativo nº 3, Ato Declaratório 04/2002",2026-03-28 04:05:08.371145,f,,pendente,
258,664,DESC. VALE ALIMENTACAO MES ANTERIOR,"9241 - Alimentação em ticket ou cartão, vinculada ao PAT - Desconto",0,9,0,-,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
259,667,DESC. MENS. SINDICAL,9231 - Contribuição Sindical - Associativa,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
260,669,ADIC. NOTURNO C/39%,1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
261,670,ADIC. NOTURNO C/39%,1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
262,671,DESC. VALE-TRANSPORTE NAO UTILIZADO,9216 - Desconto de vale transporte,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
263,672,DESC. VALE-TRANSPORTE 6%,9216 - Desconto de vale transporte,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
264,673,DESC. CARTAO BHBUS / OTIMO,9299 - Outros descontos,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
265,677,DESC. VALE TRANSP. NAO UTILIZADO MES ANT,9216 - Desconto de vale transporte,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
266,684,ADIC. NOTURNO C/20%,1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
267,686,DESC. AVISO PREVIO NAO TRABALHADO,6901 - Desconto do aviso-prévio,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
268,689,DESC. VT DIF CCT,9216 - Desconto de vale transporte,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
269,690,DESC. VA E VR DIF CCT,"9243 - Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,-,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
270,691,DESC. ANTECIPACAO VT,9216 - Desconto de vale transporte,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
271,697,ADIC. NOTURNO C/39% MES ANTERIOR,1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
272,698,DESC. ADIANT. COMISSOES,9200 - Desconto de Adiantamentos,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/8811 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
273,700,DESC. F.G.T.S. DEPOSITO RESCISAO - G.R.F.C.,9989 - Outros valores informativos,0,9,0,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91",9 - Artigo 12-A da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
274,701,DESC. 2ª VIA CARTAO ALELO,9299 - Outros descontos,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
275,702,DESC. 2ª VIA CARTAO REFEICAO,9299 - Outros descontos,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
276,703,DESC. 2ª VIA CARTAO RIO CARD,9299 - Outros descontos,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
277,709,DESC. AJUSTE DESP DE VIAGENS,9299 - Outros descontos,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
278,710,DESC. ALIMENTACAO MES ANTERIOR,"9241 - Alimentação em ticket ou cartão, vinculada ao PAT - Desconto",0,9,0,-,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
279,715,DESC. PAGOS ANTECIPADO,9200 - Desconto de Adiantamentos,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/8811 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
280,716,DESC. CELULAR NAO DEVOLVIDO,9270 - Danos e prejuízos causados pelo trabalhador,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
281,724,DESC. MULTA DE TRANSITO,9270 - Danos e prejuízos causados pelo trabalhador,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
282,727,DESC. REFEIÇÃO MÊS ANTERIOR,"9243 - Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,-,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
283,729,DESC. SEGURO DE VIDA,9250 - Seguro de vida - desconto,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
285,733,DESC. UNIFORME,9299 - Outros descontos,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
286,740,"H EXTRAS 50% NOT22,50",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
287,741,"ADIC. NOTURNO 22,50%",1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
288,743,"H EXTRAS 100% NOT 22,50",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
289,744,"H EXTRAS 50% NOT22,50 MES ANTERIOR",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
290,746,DIFERENCA CCT,"1000 - Salário, vencimento, soldo ou subsídio",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
291,748,DESC. JUDICIAL - 2,9299 - Outros descontos,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
292,749,"ADIC. NOTURNO 22,50% - MÊS ANTERIOR",1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
293,750,ADIC. NOTURNO C/39% MES ANTERIOR,1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
294,751,DESC. CESTA BASICA NAO UTILIZADA,"9243 - Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,-,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
295,752,DIF. 1/3 DAS FERIAS,1016 - Férias - Gozadas,11,11,11,Rubrica com inconsistência de IRRF,"11 - Artigo 28, inciso I, da Lei n° 8.212/910 - Artigo 28, inciso I, da Lei n° 8.212/91",13 - Artigos 3º e 7º da Lei nº 7.713/889 - valor do pagamento informar no 1015,11 - Artigo 15 da Lei n° 8.036/900 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
296,753,REEMB VALE REFEICAO/ ALIMENTACAO - HORA EXTRA,"1806 - Alimentação em ticket ou cartão, vinculada ao PAT",0,9,0,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","9 - artigo 35, inciso I, alínea p do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
297,755,REEMB. VALE TRANSPORTE - HORA EXTRA,1810 - Transporte (Servidores e Empregados Públicos),0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 5º da IN 1500/2014,"0 - Precedente Administrativo nº 311 - Precedente Administrativo nº 3, Ato Declaratório 04/2002",2026-03-28 04:05:08.371145,f,,pendente,
298,757,DESC. CONTRIB. DE NATUREZA PREVIDENCIARIA,9232 - Contribuição Sindical - Assistencial,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
299,759,DESC. AUX. DOENÇA INDEVIDO,"1000 - Salário, vencimento, soldo ou subsídio",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
300,762,DESC. MENSALIDADE SINDICAL - BA,9233 - Contribuição sindical - Confederativa,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
301,763,DESC. MENSALIDADE SINDICAL,9233 - Contribuição sindical - Confederativa,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
302,764,REEMBOLSO DESC. INDEVIDO,"1000 - Salário, vencimento, soldo ou subsídio",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
303,767,DESC. PAGTO. SALARIO INDEV.,9299 - Outros descontos,11,11,11,"Rubrica com inconsistência de INSS, IRRF e FGTS","0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
304,769,DESC. VALE REFEICAO NAO UTILIZADO MES ANTERIOR,"9241 - Alimentação em ticket ou cartão, vinculada ao PAT - Desconto",0,9,0,-,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
305,770,DESC. ADIANT. VALE REFEIÇÃO,"9243 - Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,-,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
306,771,DESC. VALE REFEICAO NAO UTILIZADO,"9243 - Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,-,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
307,772,DESC. CESTA BASICA,"1808 - Alimentação concedida sob a forma de cesta básica ou refeição, por empresa vinculada ao PAT",0,79,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","9 - artigo 35, inciso I, alínea p do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
308,773,DESC. VALE REFEICAO,"9243 - Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,-,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
309,774,DESC. ASSIST. MEDICA,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
310,775,DESC. ASSIST. ODONTOLOGICA,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
311,776,DESC. VALE ALIMENTACAO,"9241 - Alimentação em ticket ou cartão, vinculada ao PAT - Desconto",0,9,0,-,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
312,778,DESC. VALE ALIMENTACAO NAO UTILIZADO,9299 - Outros descontos,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
313,779,DESC. ASSIST. MEDICA MES ANTERIOR,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
314,786,ADIANTAMENTO - (PGTO FÉRIAS),5501 - Adiantamento de salários,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/889 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
315,790,DESC. SALARIO MATERNIDADE,9299 - Outros descontos,11,11,11,"Rubrica com inconsistência de INSS, IRRF e FGTS","0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
316,791,MULTA CCT,6129 - Outras verbas não remuneratórias (indenizatórias ou multas),0,79,0,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","79 - Artigos 6 da Lei nº 7.713/88 e Artigo 2° da Lei n° 8.036/90, e artigo 65 do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
317,792,PREMIO ASSIDUIDADE (SEM INCIDENCIA),2501 - Prêmios,0,9,0,Rubrica com inconsistência de IRRF,"0 - ATO SOLUÇÃO DE CONSULTA Nº 5.003, de 09/04/2025",11 - Artigo 36 do Decreto nº 9.580/2018,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
318,793,PREMIO ASSIDUIDADE (SEM INCIDENCIA) MÊS ANTERIOR,2501 - Prêmios,0,9,11,Rubrica com inconsistência de IRRF e FGTS,"0 - ATO SOLUÇÃO DE CONSULTA Nº 5.003, de 09/04/2025",11 - Artigo 36 do Decreto nº 9.580/2018,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
319,796,PREMIO ASSIDUIDADE,1211 - Gratificações,0,9,0,"Rubrica com inconsistência de INSS, IRRF e FGTS","11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
320,806,DESC. EMPRESTIMO NEON,9254 - Empréstimos consignados - desconto,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 7º da Lei nº 8.134/90,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
321,808,GRATIFICACAO ASSIDUIDADE,1211 - Gratificações,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
322,809,DESC ADIC. PERICULOSIDADE,1203 - Adicional de periculosidade,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
323,811,ACUMULO DE FUNCAO,1201 - Adicional de função / cargo confiança,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
324,814,ADIC. INSALUBRIDADE SOBRE SALARIO,1202 - Adicional de insalubridade,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
