id,cruzamento_upload_id,row_number,col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i,col_j,col_k,col_l,col_m,col_n,col_o,col_p,col_q,col_r,col_s,col_t,col_u,col_v,col_w,col_x,col_y,col_z,col_aa,col_ab,col_ac,col_ad,col_ae,col_af,col_ag,col_ah,col_ai,col_aj,col_ak,col_al,col_am,col_an,col_ao,col_ap,col_aq,col_ar,col_as,col_at,col_au,col_av,col_aw,col_ax,col_ay,col_az,col_ba,col_bb,raw_data,created_at
12003,11,553,821,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 821, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12004,11,554,822,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 822, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12005,11,555,823,,0,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 823, ""Cód. FGTS"": 11, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
12006,11,556,824,,0,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 824, ""Cód. FGTS"": 11, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
12007,11,557,825,,12,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 825, ""Cód. FGTS"": 11, ""Cód. INSS"": 12, ""Cód. IRRF"": 12}",2026-03-27 16:02:12.212327
12008,11,558,826,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 826, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
12009,11,559,810,,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 810, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 91}",2026-03-27 16:02:12.212327
12010,11,560,811,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 811, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12011,11,561,812,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 812, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12012,11,562,813,,21,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 813, ""Cód. FGTS"": 11, ""Cód. INSS"": 21, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12013,11,563,814,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 814, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12014,11,564,815,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 815, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12015,11,565,817,,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 817, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 51}",2026-03-27 16:02:12.212327
12016,11,566,828,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 828, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12017,11,567,834,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 834, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12018,11,568,835,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 835, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12019,11,569,836,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 836, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12020,11,570,840,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 840, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12021,11,571,901,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 901, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12022,11,572,902,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 902, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12023,11,573,903,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 903, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12024,11,574,904,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 904, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12025,11,575,905,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 905, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12026,11,576,906,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 906, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12027,11,577,907,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 907, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12028,11,578,908,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 908, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12029,11,579,909,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 909, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12030,11,580,910,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 910, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12031,11,581,911,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 911, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12032,11,582,912,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 912, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12033,11,583,913,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 913, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12034,11,584,914,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 914, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12035,11,585,915,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 915, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12036,11,586,916,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 916, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12037,11,587,917,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 917, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12038,11,588,918,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 918, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12039,11,589,919,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 919, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12040,11,590,920,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 920, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12041,11,591,921,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 921, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12042,11,592,922,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 922, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12043,11,593,923,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 923, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12044,11,594,924,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 924, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12045,11,595,925,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 925, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12046,11,596,926,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 926, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12047,11,597,927,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 927, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12048,11,598,928,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 928, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12049,11,599,929,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 929, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12050,11,600,930,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 930, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12051,11,601,931,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 931, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12052,11,602,932,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 932, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12053,11,603,933,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 933, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12054,11,604,934,,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 934, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 73}",2026-03-27 16:02:12.212327
12055,11,605,935,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 935, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12056,11,606,936,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 936, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12057,11,607,937,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 937, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12058,11,608,938,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 938, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12059,11,609,939,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 939, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12060,11,610,940,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 940, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12061,11,611,941,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 941, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12062,11,612,942,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 942, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12063,11,613,943,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 943, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
12064,11,614,944,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 944, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12065,11,615,945,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 945, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12066,11,616,946,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 946, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12067,11,617,947,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 947, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
12068,11,618,948,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 948, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
12069,11,619,847,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 847, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12070,11,620,848,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 848, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12071,11,621,849,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 849, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
12072,11,622,850,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 850, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12073,11,623,851,,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 851, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 79}",2026-03-27 16:02:12.212327
12074,11,624,852,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 852, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12075,11,625,853,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 853, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12076,11,626,831,,21,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 831, ""Cód. FGTS"": 11, ""Cód. INSS"": 21, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12077,11,627,832,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 832, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
12078,11,628,844,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 844, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
12079,11,629,845,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 845, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
12080,11,630,858,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 858, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12081,11,631,859,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 859, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12082,11,632,860,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 860, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12083,11,633,869,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 869, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
12084,11,634,870,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 870, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12085,11,635,871,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 871, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12086,11,636,872,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 872, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12087,11,637,873,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 873, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
12088,11,638,874,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 874, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12089,11,639,875,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 875, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12090,11,640,876,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 876, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12091,11,641,877,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 877, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12092,11,642,862,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 862, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12093,11,643,863,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 863, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12094,11,644,864,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 864, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12095,11,645,865,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 865, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
12096,11,646,866,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 866, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
12097,11,647,867,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 867, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12098,11,648,879,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 879, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12099,11,649,880,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 880, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
12100,11,650,881,,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 881, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 14}",2026-03-27 16:02:12.212327
12101,11,651,882,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 882, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
12102,11,652,884,,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 884, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 75}",2026-03-27 16:02:12.212327
12103,11,653,885,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 885, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
