id,cruzamento_upload_id,row_number,col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i,col_j,col_k,col_l,col_m,col_n,col_o,col_p,col_q,col_r,col_s,col_t,col_u,col_v,col_w,col_x,col_y,col_z,col_aa,col_ab,col_ac,col_ad,col_ae,col_af,col_ag,col_ah,col_ai,col_aj,col_ak,col_al,col_am,col_an,col_ao,col_ap,col_aq,col_ar,col_as,col_at,col_au,col_av,col_aw,col_ax,col_ay,col_az,col_ba,col_bb,raw_data,created_at
11745,11,295,295,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 295, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11746,11,296,296,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 296, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11747,11,297,297,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 297, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11748,11,298,298,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 298, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11749,11,299,299,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 299, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11750,11,300,300,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 300, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11751,11,301,301,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 301, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11752,11,302,302,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 302, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11753,11,303,303,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 303, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11754,11,304,304,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 304, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11755,11,305,305,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 305, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11756,11,306,306,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 306, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11757,11,307,307,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 307, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11758,11,308,308,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 308, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11759,11,309,309,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 309, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11760,11,310,310,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 310, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11761,11,311,311,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 311, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11762,11,312,312,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 312, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11763,11,313,313,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 313, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11764,11,314,314,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 314, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11765,11,315,315,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 315, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11766,11,316,316,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 316, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11767,11,317,317,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 317, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11768,11,318,318,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 318, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11769,11,319,319,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 319, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11770,11,320,320,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 320, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11771,11,321,321,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 321, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11772,11,322,322,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 322, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11773,11,323,323,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 323, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11774,11,324,324,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 324, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11775,11,325,325,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 325, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11776,11,326,326,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 326, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11777,11,327,327,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 327, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11778,11,328,328,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 328, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11779,11,329,329,,0,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 329, ""Cód. FGTS"": 11, ""Cód. INSS"": 0, ""Cód. IRRF"": 1}",2026-03-27 16:02:12.212327
11780,11,330,330,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 330, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11781,11,331,331,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 331, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11782,11,332,332,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 332, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11783,11,333,333,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 333, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11784,11,334,334,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 334, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11785,11,335,335,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 335, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11786,11,336,336,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 336, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11787,11,337,337,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 337, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11788,11,338,338,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 338, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11789,11,339,339,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 339, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11790,11,340,340,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 340, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11791,11,341,341,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 341, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11792,11,342,342,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 342, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11793,11,343,343,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 343, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11794,11,344,344,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 344, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11795,11,345,345,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 345, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11796,11,346,346,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 346, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11797,11,347,347,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 347, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11798,11,348,348,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 348, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11799,11,349,349,,0,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 349, ""Cód. FGTS"": 21, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11800,11,350,350,,11,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 350, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 13}",2026-03-27 16:02:12.212327
11801,11,351,351,,11,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 351, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 13}",2026-03-27 16:02:12.212327
11802,11,352,352,,11,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 352, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 13}",2026-03-27 16:02:12.212327
11803,11,353,353,,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 353, ""Cód. FGTS"": 21, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11804,11,354,354,,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 354, ""Cód. FGTS"": 21, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11805,11,355,355,,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 355, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 13}",2026-03-27 16:02:12.212327
11806,11,356,356,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 356, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11807,11,357,357,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 357, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11808,11,358,358,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 358, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11809,11,359,359,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 359, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11810,11,360,360,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 360, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11811,11,361,361,,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 361, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 13}",2026-03-27 16:02:12.212327
11812,11,362,362,,11,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 362, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 13}",2026-03-27 16:02:12.212327
11813,11,363,363,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 363, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11814,11,364,364,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 364, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11815,11,365,365,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 365, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11816,11,366,366,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 366, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11817,11,367,367,,12,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 367, ""Cód. FGTS"": 21, ""Cód. INSS"": 12, ""Cód. IRRF"": 12}",2026-03-27 16:02:12.212327
11818,11,368,368,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 368, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11819,11,369,369,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 369, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11820,11,370,370,,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 370, ""Cód. FGTS"": 12, ""Cód. INSS"": 12, ""Cód. IRRF"": 12}",2026-03-27 16:02:12.212327
11821,11,371,371,,12,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 371, ""Cód. FGTS"": 21, ""Cód. INSS"": 12, ""Cód. IRRF"": 12}",2026-03-27 16:02:12.212327
11822,11,372,372,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 372, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11823,11,373,373,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 373, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11824,11,374,374,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 374, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11825,11,375,375,,12,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 375, ""Cód. FGTS"": 21, ""Cód. INSS"": 12, ""Cód. IRRF"": 12}",2026-03-27 16:02:12.212327
11826,11,376,376,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 376, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11827,11,377,377,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 377, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11828,11,378,378,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 378, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11829,11,379,379,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 379, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 9}",2026-03-27 16:02:12.212327
11830,11,380,380,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 380, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11831,11,381,381,,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 381, ""Cód. FGTS"": 12, ""Cód. INSS"": 12, ""Cód. IRRF"": 12}",2026-03-27 16:02:12.212327
11832,11,382,382,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 382, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11833,11,383,383,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 383, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11834,11,384,384,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 384, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11835,11,385,385,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 385, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11836,11,386,386,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 386, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11837,11,387,387,,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 387, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 13}",2026-03-27 16:02:12.212327
11838,11,388,388,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 388, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11839,11,389,389,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 389, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11840,11,390,390,,21,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 390, ""Cód. FGTS"": 11, ""Cód. INSS"": 21, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11841,11,391,391,,21,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 391, ""Cód. FGTS"": 11, ""Cód. INSS"": 21, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11842,11,392,392,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 392, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 11}",2026-03-27 16:02:12.212327
11843,11,393,393,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 393, ""Cód. FGTS"": 0, ""Cód. INSS"": 0, ""Cód. IRRF"": 0}",2026-03-27 16:02:12.212327
11844,11,394,463,,11,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 463, ""Cód. FGTS"": 11, ""Cód. INSS"": 11, ""Cód. IRRF"": 13}",2026-03-27 16:02:12.212327
11845,11,395,464,,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": 464, ""Cód. FGTS"": 12, ""Cód. INSS"": 12, ""Cód. IRRF"": 12}",2026-03-27 16:02:12.212327
