id,upload_id,row_number,col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i,col_j,raw_data,created_at
427,,427,869,REEMBOLSO DESC. INDEVIDO,1629 - Ressarcimento de outras despesas – em caráter indenizatório patrimonial,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 6º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
428,,428,870,ADICIONAL DE ESTIMULO,1211 - Gratificações,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
429,,429,873,REEMB. 6% VALE TRANSPORTE,1629 - Ressarcimento de outras despesas – em caráter indenizatório patrimonial,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 6º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
430,,430,874,DEV. FALTAS (HORAS),"1000 - Salário, vencimento, soldo ou subsídio",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
431,,431,875,DEV. D.S.R FALTAS (HORAS),"1000 - Salário, vencimento, soldo ou subsídio",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
432,,432,882,REEMB. DESC. VALE REFEICAO,"1806 - Alimentação em ticket ou cartão, vinculada ao PAT",0,9,0,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","9 - artigo 35, inciso I, alínea p do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
433,,433,885,PREMIO ASSIDUIDADE MÊS ANTERIOR,1211 - Gratificações,0,11,0,Rubrica com inconsistência de INSS e FGTS,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
434,,434,891,REEMB VALE LANCHE,"1806 - Alimentação em ticket ou cartão, vinculada ao PAT",0,9,0,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","9 - artigo 35, inciso I, alínea p do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
435,,435,892,REEMB. EXAME RETORNO AO TRABALHO,6129 - Outras verbas não remuneratórias (indenizatórias ou multas),0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","79 - Artigos 6 da Lei nº 7.713/88 e Artigo 2° da Lei n° 8.036/90, e artigo 65 do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
436,,436,893,DESC. VALE-TRANSPORTE 6% MÊS ANTERIOR,9216 - Desconto de vale transporte,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
437,,437,895,DESC. ASSIST. ODONTO. DEPENDENTE MES ANT,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
438,,438,899,DESC. PAGTO. INDEVIDO,9299 - Outros descontos,11,11,11,"Rubrica com inconsistência de INSS, IRRF e FGTS","0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
439,,439,900,VALE LANCHE NAO UTILIZADO MES ANT,"9243 - Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,-,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
440,,440,938,DIFERENCA DE SALARIO,"1000 - Salário, vencimento, soldo ou subsídio",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
441,,441,940,GRATIFICAÇÃO MÊS ANTERIOR,1211 - Gratificações,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
442,,442,948,MULTA POR ATRASO DE SALARIO,6129 - Outras verbas não remuneratórias (indenizatórias ou multas),0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","79 - Artigos 6 da Lei nº 7.713/88 e Artigo 2° da Lei n° 8.036/90, e artigo 65 do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
443,,443,950,DIF. ASSISTENCIA MEDICA,1405 - Assistência médica,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","9 - artigo 35, inciso I, alínea p do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
444,,444,961,DESC. PENSAO ALIMENTICIA SALARIO,9213 - Pensão alimentícia,0,51,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","51 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
445,,445,961,DESC. PENSAO ALIMENTICIA SALARIO,9213 - Pensão alimentícia,0,51,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","52 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
446,,446,961,DESC. PENSAO ALIMENTICIA SALARIO,9213 - Pensão alimentícia,0,51,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","53 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
447,,447,961,DESC. PENSAO ALIMENTICIA SALARIO,9213 - Pensão alimentícia,0,51,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","54 - Artigo 3º, § 10 da Lei nº 10.101/2000","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
448,,448,964,DESC. PENSAO ALIMENTICIA S/13º SALARIO,9213 - Pensão alimentícia,0,52,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","51 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
449,,449,964,DESC. PENSAO ALIMENTICIA S/13º SALARIO,9213 - Pensão alimentícia,0,52,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","52 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
450,,450,964,DESC. PENSAO ALIMENTICIA S/13º SALARIO,9213 - Pensão alimentícia,0,52,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","53 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
451,,451,964,DESC. PENSAO ALIMENTICIA S/13º SALARIO,9213 - Pensão alimentícia,0,52,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","54 - Artigo 3º, § 10 da Lei nº 10.101/2000","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
452,,452,971,DESC.CESTA BASICA SOCIO,"1808 - Alimentação concedida sob a forma de cesta básica ou refeição, por empresa vinculada ao PAT",0,79,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","9 - artigo 35, inciso I, alínea p do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
453,,453,977,ADIC. PERICULOSIDADE S/ HORA EXTRA,1203 - Adicional de periculosidade,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
454,,454,989,DESC. PGTO ASSIDUIDADE MES ANT.,1211 - Gratificações,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
455,,455,992,REEMB. ATRASO (HORAS) - MES ANTERIOR,"1000 - Salário, vencimento, soldo ou subsídio",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
456,,456,993,ADICIONAL DE ESTIMULO MES ANTERIOR,1211 - Gratificações,0,9,0,"Rubrica com inconsistência de INSS, IRRF e FGTS","11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
457,,457,995,LICENCA REMUNERADA,1050 - Remuneração de dias de afastamento,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
458,,458,995,LICENCA REMUNERADA,1050 - Remuneração de dias de afastamento,11,11,11,-,0 - Parecer SEI n° 16120/ME 2020,11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
459,,459,1000,ADIC. NOTURNO C/20% - (HORA EXTRA 100%),1205 - Adicional noturno,11,9,11,Rubrica com inconsistência de IRRF,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
460,,460,1010,ADIC. INSALUBRIDADE SOBRE SALARIO,1202 - Adicional de insalubridade,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
461,,461,1016,DESC. EMPRESTIMO ECONSIGNADO FGTS,9253 - Desconto de trabalhadores a título de empréstimos na modalidade eConsignado para repasse à instituição financeira consignatária recolhido em guia do FGTS conforme legislação específica,0,9,31,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91",9 - Artigo 7º da Lei nº 8.134/90,31 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
462,,462,1017,REEMB. EXAME TROCA DE FUNCAO,6129 - Outras verbas não remuneratórias (indenizatórias ou multas),0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","79 - Artigos 6 da Lei nº 7.713/88 e Artigo 2° da Lei n° 8.036/90, e artigo 65 do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
463,,463,1018,DESC. VALE REFEICAO MES ANTERIOR,"9241 - Alimentação em ticket ou cartão, vinculada ao PAT - Desconto",0,9,0,-,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
464,,464,1023,DIF ADIC. S/13º SALARIO,5001 - 13º salário,12,12,12,-,"12 - Artigo 28, inciso I, da Lei n° 8.212/91",12 - Artigos 3º e 7º da Lei nº 7.713/88,12 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
465,,465,1024,DIF ADIC. FERIAS INDENIZADAS (Rescisao),6007 - Férias vencidas na rescisão,0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","74 - Artigo 6º, inciso V da Lei nº 7.713/88; artigo 682 do Decreto nº 9.580/2018; ADI SRF 14/2005","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
466,,466,1025,LICENCA GESTANTE POR ABORTO NAO CRIMINOSO,4050 - Salário maternidade,21,11,11,-,"21 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
467,,467,1025,LICENCA GESTANTE POR ABORTO NAO CRIMINOSO,4050 - Salário maternidade,21,11,11,-,15 - IN 2185/2024,11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
468,,468,1026,PAGTO. VT E VA - REF FERIADOS,1801 - Auxílio-alimentação,0,9,0,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
469,,469,1026,PAGTO. VT E VA - REF FERIADOS,1801 - Auxílio-alimentação,0,9,0,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","9 - artigo 35, inciso I, alínea p do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
470,,470,1031,DIF. MULTA POR ATRASO DE SALARIO,6129 - Outras verbas não remuneratórias (indenizatórias ou multas),0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","79 - Artigos 6 da Lei nº 7.713/88 e Artigo 2° da Lei n° 8.036/90, e artigo 65 do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
471,,471,1032,D.S.R (INTERMITENTE),1012 - Descanso semanal remunerado - DSR e feriado,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
472,,472,1033,DESC. EMPRESTIMO ECONSIGNADO FGTS,9253 - Desconto de trabalhadores a título de empréstimos na modalidade eConsignado para repasse à instituição financeira consignatária recolhido em guia do FGTS conforme legislação específica,0,9,31,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91",9 - Artigo 7º da Lei nº 8.134/90,31 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
473,,473,1034,DESC. EMPRESTIMO ECONSIGNADO FGTS,9253 - Desconto de trabalhadores a título de empréstimos na modalidade eConsignado para repasse à instituição financeira consignatária recolhido em guia do FGTS conforme legislação específica,0,9,31,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91",9 - Artigo 7º da Lei nº 8.134/90,31 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
474,,474,1035,DESC. EMPRESTIMO ECONSIGNADO FGTS,9253 - Desconto de trabalhadores a título de empréstimos na modalidade eConsignado para repasse à instituição financeira consignatária recolhido em guia do FGTS conforme legislação específica,0,9,31,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91",9 - Artigo 7º da Lei nº 8.134/90,31 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
475,,475,1036,DESC. EMPRESTIMO ECONSIGNADO FGTS,9253 - Desconto de trabalhadores a título de empréstimos na modalidade eConsignado para repasse à instituição financeira consignatária recolhido em guia do FGTS conforme legislação específica,0,9,31,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91",9 - Artigo 7º da Lei nº 8.134/90,31 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
476,,476,1037,DESC. EMPRESTIMO ECONSIGNADO FGTS,9253 - Desconto de trabalhadores a título de empréstimos na modalidade eConsignado para repasse à instituição financeira consignatária recolhido em guia do FGTS conforme legislação específica,0,9,31,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91",9 - Artigo 7º da Lei nº 8.134/90,31 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
477,,477,1038,DESC. EMPRESTIMO ECONSIGNADO FGTS,9253 - Desconto de trabalhadores a título de empréstimos na modalidade eConsignado para repasse à instituição financeira consignatária recolhido em guia do FGTS conforme legislação específica,0,9,31,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91",9 - Artigo 7º da Lei nº 8.134/90,31 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
478,,478,1039,DESC. EMPRESTIMO ECONSIGNADO FGTS,9253 - Desconto de trabalhadores a título de empréstimos na modalidade eConsignado para repasse à instituição financeira consignatária recolhido em guia do FGTS conforme legislação específica,0,9,31,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91",9 - Artigo 7º da Lei nº 8.134/90,31 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
479,,479,1040,DESC. EMPRESTIMO ECONSIGNADO FGTS,9253 - Desconto de trabalhadores a título de empréstimos na modalidade eConsignado para repasse à instituição financeira consignatária recolhido em guia do FGTS conforme legislação específica,0,9,31,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91",9 - Artigo 7º da Lei nº 8.134/90,31 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
480,,480,1041,PAGTO. ASSIST. MEDICA,1629 - Ressarcimento de outras despesas – em caráter indenizatório patrimonial,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 6º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
481,,481,1042,REEMBOLSO CO PARTICIPACAO A.M.,9299 - Outros descontos,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
482,,482,1043,FERIAS EM DOBRO,1024 - Férias - o dobro na vigência do contrato,0,13,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","13 - Artigo 1º da IN RFB n° 936/2009; itens 5, 6 e 7 da Parecer PGFN/PGA nº 2.683/2008","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
483,,483,1043,FERIAS EM DOBRO,1024 - Férias - o dobro na vigência do contrato,0,13,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","75 - Artigo 1º da IN RFB n° 936/2009; itens 5, 6 e 7 da Parecer PGFN/PGA nº 2.683/2008 .","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
484,,484,1044,AUXILIO ESPECIAL,1899 - Outros Auxílios,0,9,0,-,"0 - Artigo 28, § 9º, da Lei n° 8.212/91",9 - Artigo 3° da Lei n° 6.321/76,"0 - Artigo 15, § 6º, da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
485,,485,1045,D.S.R. S/SALARIO AULA,1012 - Descanso semanal remunerado - DSR e feriado,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
486,,486,1046,ADICIONAL EXTRACLASSE,1211 - Gratificações,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
487,,487,1048,"ADIC. NOTURNO 22,50% - FEVEREIRO",1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
488,,488,1052,"ADIC. NOTURNO 22,50% - JUNHO",1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
489,,489,1053,"ADIC. NOTURNO 22,50% - JULHO",1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
490,,490,1055,"ADIC. NOTURNO 22,50% - SETEMBRO",1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
491,,491,1056,"ADIC. NOTURNO 22,50% - OUTUBRO",1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
492,,492,1057,"ADIC. NOTURNO 22,50% - NOVEMBRO",1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
493,,493,1060,HORAS EXTRAS 50% - FEVEREIRO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
494,,494,1062,HORAS EXTRAS 50% - ABRIL,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
495,,495,1063,HORAS EXTRAS 50% - MAIO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
496,,496,1064,HORAS EXTRAS 50% - JUNHO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
497,,497,1065,HORAS EXTRAS 50% - JULHO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
498,,498,1066,HORAS EXTRAS 50% - AGOSTO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
499,,499,1067,HORAS EXTRAS 50% - SETEMBRO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
500,,500,1068,HORAS EXTRAS 50% - OUTUBRO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
501,,501,1069,HORAS EXTRAS 50% - NOVEMBRO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
502,,502,1073,"H EXTRAS 50% NOT22,50 - FEVEREIRO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
503,,503,1076,"H EXTRAS 50% NOT22,50 - MAIO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
504,,504,1077,"H EXTRAS 50% NOT22,50 - JUNHO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
505,,505,1078,"H EXTRAS 50% NOT22,50 - JULHO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
506,,506,1079,"H EXTRAS 50% NOT22,50 - AGOSTO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
507,,507,1080,"H EXTRAS 50% NOT22,50 - SETEMBRO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
508,,508,1081,"H EXTRAS 50% NOT22,50 - OUTUBRO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
509,,509,1082,"H EXTRAS 50% NOT22,50 - NOVEMBRO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
510,,510,1085,HORAS EXTRAS 100% - FEVEREIRO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
511,,511,1087,HORAS EXTRAS 100% ABRIL,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
