id,upload_id,row_number,col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i,col_j,col_k,col_l,col_m,col_n,col_o,col_p,col_q,col_r,col_s,col_t,col_u,col_v,col_w,col_x,col_y,col_z,col_aa,col_ab,col_ac,col_ad,col_ae,col_af,col_ag,col_ah,col_ai,col_aj,col_ak,col_al,col_am,col_an,col_ao,col_ap,col_aq,col_ar,col_as,col_at,col_au,col_av,col_aw,col_ax,col_ay,col_az,col_ba,col_bb,raw_data,created_at
4429,,334,824,1/3 FERIAS (INTERMITENTE),6006-Férias proporcionais,0,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""824"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""1/3 FERIAS (INTERMITENTE)"", ""Natureza E-social"": ""6006-Férias proporcionais""}",2026-03-27 16:02:24.74194
4430,,335,828,PREMIO ASSIDUIDADE MÊS ANTERIOR,1211-Gratificações,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""828"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""PREMIO ASSIDUIDADE MÊS ANTERIOR"", ""Natureza E-social"": ""1211-Gratificações""}",2026-03-27 16:02:24.74194
4431,,336,829,PROCESSO TRAB,9218-Retenções judiciais,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""829"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""PROCESSO TRAB"", ""Natureza E-social"": ""9218-Retenções judiciais""}",2026-03-27 16:02:24.74194
4432,,337,831,SALARIO MATERNIDADE (MES ANTERIOR),4050-Salário maternidade,21,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""831"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""21"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""SALARIO MATERNIDADE (MES ANTERIOR)"", ""Natureza E-social"": ""4050-Salário maternidade""}",2026-03-27 16:02:24.74194
4433,,338,834,HORAS EXTRAS 50%,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""834"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""HORAS EXTRAS 50%"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4434,,339,835,HORAS EXTRAS 100%,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""835"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""HORAS EXTRAS 100%"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4435,,340,836,ADIC. NOTURNO C/20%,1205-Adicional noturno,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""836"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. NOTURNO C/20%"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:24.74194
4436,,341,837,DESC. FALTAS (DIAS),9207-Faltas,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""837"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. FALTAS (DIAS)"", ""Natureza E-social"": ""9207-Faltas""}",2026-03-27 16:02:24.74194
4437,,342,838,DESC. PENSAO ALIMENTICIA EM FERIAS,9213-Pensão alimentícia,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""838"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""53"", ""Nome Evento"": ""DESC. PENSAO ALIMENTICIA EM FERIAS"", ""Natureza E-social"": ""9213-Pensão alimentícia""}",2026-03-27 16:02:24.74194
4438,,343,840,ADIC. PERICULOSIDADE,1203-Adicional de periculosidade,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""840"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. PERICULOSIDADE"", ""Natureza E-social"": ""1203-Adicional de periculosidade""}",2026-03-27 16:02:24.74194
4439,,344,841,DESC. ATRASOS,9209-Faltas ou atrados,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""841"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. ATRASOS"", ""Natureza E-social"": ""9209-Faltas ou atrados""}",2026-03-27 16:02:24.74194
4440,,345,842,DESC. CONTRIB. NEGOCIAL,9233-Contribuição sindical – Confederativa,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""842"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""79"", ""Nome Evento"": ""DESC. CONTRIB. NEGOCIAL"", ""Natureza E-social"": ""9233-Contribuição sindical – Confederativa""}",2026-03-27 16:02:24.74194
4441,,346,843,DESC AD NOT INDEVIDO,9299-Outros descontos,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""843"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC AD NOT INDEVIDO"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-27 16:02:24.74194
4442,,347,847,H.EXTRA  NOTURNO C/100%,1205-Adicional noturno,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""847"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""H.EXTRA  NOTURNO C/100%"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:24.74194
4443,,348,848,ACUMULO DE FUNCAO MES ANT.,1211-Gratificações,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""848"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ACUMULO DE FUNCAO MES ANT."", ""Natureza E-social"": ""1211-Gratificações""}",2026-03-27 16:02:24.74194
4444,,349,850,ADIC. NOTURNO C/100% MES ANTERIOR,1205-Adicional noturno,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""850"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. NOTURNO C/100% MES ANTERIOR"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:24.74194
4445,,350,857,DESC. ATRASO/FALTA HORAS MÊS ANTERIOR,9209-Faltas ou atrados,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""857"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. ATRASO/FALTA HORAS MÊS ANTERIOR"", ""Natureza E-social"": ""9209-Faltas ou atrados""}",2026-03-27 16:02:24.74194
4446,,351,861,DESC. D.S.R. S/FALTAS (HORAS) MÊS ANTERIOR,9210-DSR s/faltas e atrasos,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""861"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. D.S.R. S/FALTAS (HORAS) MÊS ANTERIOR"", ""Natureza E-social"": ""9210-DSR s/faltas e atrasos""}",2026-03-27 16:02:24.74194
4447,,352,862,ADIC. NOTURNO C/20% MES ANTERIOR,1205-Adicional noturno,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""862"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. NOTURNO C/20% MES ANTERIOR"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:24.74194
4448,,353,863,ADIC. NOTURNO C/50% MES ANTERIOR,1205-Adicional noturno,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""863"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. NOTURNO C/50% MES ANTERIOR"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:24.74194
4449,,354,864,ADIC. INSALUBRIDADE SOBRE SALARIO,1202-Adicional de insalubridade,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""864"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. INSALUBRIDADE SOBRE SALARIO"", ""Natureza E-social"": ""1202-Adicional de insalubridade""}",2026-03-27 16:02:24.74194
4450,,355,865,PREMIO ASSIDUIDADE,1211-Gratificações,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""865"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""PREMIO ASSIDUIDADE"", ""Natureza E-social"": ""1211-Gratificações""}",2026-03-27 16:02:24.74194
4451,,356,869,REEMBOLSO DESC. INDEVIDO,1629-Ressarcimento de outras despesas,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""869"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""REEMBOLSO DESC. INDEVIDO"", ""Natureza E-social"": ""1629-Ressarcimento de outras despesas""}",2026-03-27 16:02:24.74194
4452,,357,870,ADICIONAL DE ESTIMULO,1211-Gratificações,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""870"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADICIONAL DE ESTIMULO"", ""Natureza E-social"": ""1211-Gratificações""}",2026-03-27 16:02:24.74194
4453,,358,873,REEMB. 6% VALE TRANSPORTE,1629-Ressarcimento de outras despesas,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""873"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""REEMB. 6% VALE TRANSPORTE"", ""Natureza E-social"": ""1629-Ressarcimento de outras despesas""}",2026-03-27 16:02:24.74194
4454,,359,874,DEV. FALTAS (HORAS),"1000-Salário, vencimento, soldo ou subsídio",11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""874"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DEV. FALTAS (HORAS)"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-27 16:02:24.74194
4455,,360,875,DEV. D.S.R FALTAS (HORAS),"1000-Salário, vencimento, soldo ou subsídio",11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""875"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DEV. D.S.R FALTAS (HORAS)"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-27 16:02:24.74194
4456,,361,882,REEMB. DESC. VALE REFEICAO,"1806-Alimentação em ticket ou cartão, vinculada ao PAT",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""882"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""REEMB. DESC. VALE REFEICAO"", ""Natureza E-social"": ""1806-Alimentação em ticket ou cartão, vinculada ao PAT""}",2026-03-27 16:02:24.74194
4457,,362,885,PREMIO ASSIDUIDADE MÊS ANTERIOR,1211-Gratificações,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""885"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""PREMIO ASSIDUIDADE MÊS ANTERIOR"", ""Natureza E-social"": ""1211-Gratificações""}",2026-03-27 16:02:24.74194
4458,,363,891,REEMB VALE LANCHE,"1806-Alimentação em ticket ou cartão, vinculada ao PAT",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""891"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""REEMB VALE LANCHE"", ""Natureza E-social"": ""1806-Alimentação em ticket ou cartão, vinculada ao PAT""}",2026-03-27 16:02:24.74194
4459,,364,892,REEMB. EXAME RETORNO AO TRABALHO,6129-Outras multas ou indenizações,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""892"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""REEMB. EXAME RETORNO AO TRABALHO"", ""Natureza E-social"": ""6129-Outras multas ou indenizações""}",2026-03-27 16:02:24.74194
4460,,365,893,DESC. VALE-TRANSPORTE 6% MÊS ANTERIOR,9216-Desconto de vale-transporte,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""893"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. VALE-TRANSPORTE 6% MÊS ANTERIOR"", ""Natureza E-social"": ""9216-Desconto de vale-transporte""}",2026-03-27 16:02:24.74194
4461,,366,895,DESC. ASSIST. ODONTO. DEPENDENTE MES ANT,9219-Desconto de assistência médica ou odontológica,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""895"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. ASSIST. ODONTO. DEPENDENTE MES ANT"", ""Natureza E-social"": ""9219-Desconto de assistência médica ou odontológica""}",2026-03-27 16:02:24.74194
4462,,367,897,DESC. ANTECIPACAO VA E VR,"",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""897"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. ANTECIPACAO VA E VR"", ""Natureza E-social"": """"}",2026-03-27 16:02:24.74194
4463,,368,899,DESC. PAGTO. INDEVIDO,9299-Outros descontos,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""899"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. PAGTO. INDEVIDO"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-27 16:02:24.74194
4464,,369,900,VALE LANCHE NAO UTILIZADO MES ANT,"9243-Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""900"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""VALE LANCHE NAO UTILIZADO MES ANT"", ""Natureza E-social"": ""9243-Cesta básica ou refeição, vinculada ao PAT - Desconto""}",2026-03-27 16:02:24.74194
4465,,370,938,DIFERENCA DE SALARIO,"1000-Salário, vencimento, soldo ou subsídio",11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""938"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DIFERENCA DE SALARIO"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-27 16:02:24.74194
4466,,371,940,GRATIFICAÇÃO MÊS ANTERIOR,1211-Gratificações,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""940"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""GRATIFICAÇÃO MÊS ANTERIOR"", ""Natureza E-social"": ""1211-Gratificações""}",2026-03-27 16:02:24.74194
4467,,372,948,MULTA POR ATRASO DE SALARIO,6129-Outras Indenizações,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""948"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""MULTA POR ATRASO DE SALARIO"", ""Natureza E-social"": ""6129-Outras Indenizações""}",2026-03-27 16:02:24.74194
4468,,373,950,DIF. ASSISTENCIA MEDICA,1405-Assistência médica,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""950"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DIF. ASSISTENCIA MEDICA"", ""Natureza E-social"": ""1405-Assistência médica""}",2026-03-27 16:02:24.74194
4469,,374,961,DESC. PENSAO ALIMENTICIA SALARIO,9213-Pensão alimentícia,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""961"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""51"", ""Nome Evento"": ""DESC. PENSAO ALIMENTICIA SALARIO"", ""Natureza E-social"": ""9213-Pensão alimentícia""}",2026-03-27 16:02:24.74194
4470,,375,964,DESC. PENSAO ALIMENTICIA S/13º SALARIO,9213-Pensão alimentícia,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""964"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""52"", ""Nome Evento"": ""DESC. PENSAO ALIMENTICIA S/13º SALARIO"", ""Natureza E-social"": ""9213-Pensão alimentícia""}",2026-03-27 16:02:24.74194
4471,,376,971,DESC.CESTA BASICA SOCIO,"1808-Cesta básica ou refeição, vinculada ao PAT",0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""971"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""79"", ""Nome Evento"": ""DESC.CESTA BASICA SOCIO"", ""Natureza E-social"": ""1808-Cesta básica ou refeição, vinculada ao PAT""}",2026-03-27 16:02:24.74194
4472,,377,977,ADIC. PERICULOSIDADE S/ HORA EXTRA,1203-Adicional de periculosidade,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""977"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. PERICULOSIDADE S/ HORA EXTRA"", ""Natureza E-social"": ""1203-Adicional de periculosidade""}",2026-03-27 16:02:24.74194
4473,,378,989,DESC. PGTO ASSIDUIDADE MES ANT.,1211-Gratificações,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""989"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. PGTO ASSIDUIDADE MES ANT."", ""Natureza E-social"": ""1211-Gratificações""}",2026-03-27 16:02:24.74194
4474,,379,992,REEMB. ATRASO (HORAS) - MES ANTERIOR,"1000-Salário, vencimento, soldo ou subsídio",11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""992"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""REEMB. ATRASO (HORAS) - MES ANTERIOR"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-27 16:02:24.74194
4475,,380,993,ADICIONAL DE ESTIMULO MES ANTERIOR,1211-Gratificações,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""993"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""ADICIONAL DE ESTIMULO MES ANTERIOR"", ""Natureza E-social"": ""1211-Gratificações""}",2026-03-27 16:02:24.74194
4476,,381,994,PARCELAMENTO,"",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""994"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""PARCELAMENTO"", ""Natureza E-social"": """"}",2026-03-27 16:02:24.74194
4477,,382,995,LICENCA REMUNERADA,1050-Remuneração de dias de afastamento,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""995"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""LICENCA REMUNERADA"", ""Natureza E-social"": ""1050-Remuneração de dias de afastamento""}",2026-03-27 16:02:24.74194
4478,,383,1000,ADIC. NOTURNO C/20% - (HORA EXTRA 100%),1205-Adicional noturno,11,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1000"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""ADIC. NOTURNO C/20% - (HORA EXTRA 100%)"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:24.74194
4479,,384,1010,ADIC. INSALUBRIDADE SOBRE SALARIO,1202-Adicional de insalubridade,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1010"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. INSALUBRIDADE SOBRE SALARIO"", ""Natureza E-social"": ""1202-Adicional de insalubridade""}",2026-03-27 16:02:24.74194
4480,,385,1016,DESC. EMPRESTIMO ECONSIGNADO FGTS,9253-Empréstimos eConsignado - Desconto,0,9,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1016"", ""Cód. FGTS"": ""31"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. EMPRESTIMO ECONSIGNADO FGTS"", ""Natureza E-social"": ""9253-Empréstimos eConsignado - Desconto""}",2026-03-27 16:02:24.74194
4481,,386,1017,REEMB. EXAME TROCA DE FUNCAO,6129-Outras multas ou indenizações,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1017"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""REEMB. EXAME TROCA DE FUNCAO"", ""Natureza E-social"": ""6129-Outras multas ou indenizações""}",2026-03-27 16:02:24.74194
4482,,387,1018,DESC. VALE REFEICAO MES ANTERIOR,"9241-Alimentação em ticket ou cartão, vinculada ao PAT - Desconto",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1018"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. VALE REFEICAO MES ANTERIOR"", ""Natureza E-social"": ""9241-Alimentação em ticket ou cartão, vinculada ao PAT - Desconto""}",2026-03-27 16:02:24.74194
4483,,388,1023,DIF ADIC. S/13º SALARIO,5001-13º salário,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1023"", ""Cód. FGTS"": ""12"", ""Cód. INSS"": ""12"", ""Cód. IRRF"": ""12"", ""Nome Evento"": ""DIF ADIC. S/13º SALARIO"", ""Natureza E-social"": ""5001-13º salário""}",2026-03-27 16:02:24.74194
4484,,389,1024,DIF ADIC. FERIAS INDENIZADAS (Rescisao),6007-Férias vencidas na rescisão,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1024"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DIF ADIC. FERIAS INDENIZADAS (Rescisao)"", ""Natureza E-social"": ""6007-Férias vencidas na rescisão""}",2026-03-27 16:02:24.74194
4485,,390,1025,LICENCA GESTANTE POR ABORTO NAO CRIMINOSO,4050-Salário maternidade,21,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1025"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""21"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""LICENCA GESTANTE POR ABORTO NAO CRIMINOSO"", ""Natureza E-social"": ""4050-Salário maternidade""}",2026-03-27 16:02:24.74194
