Envio_ID;Tipo_Evento;Modo;Início_Validade;Status;Protocolo;Código_Resposta;Descrição_Resposta;Nr_Recibo;Rubricas;Data_Envio
189;S-1010;alteracao;2018-02;processado;1.1.202604.0000000012998564288;201;Lote Recebido com Sucesso.;1.1.0000000039808986849;? (?);09/04/2026 15:14
190;S-1010;alteracao;2018-02;processado;1.1.202604.0000000012998565505;201;Lote Recebido com Sucesso.;1.1.0000000039808996447;? (?);09/04/2026 15:15
191;S-1010;alteracao;2018-02;processado;1.1.202604.0000000012998566881;201;Lote Recebido com Sucesso.;1.1.0000000039809006137;? (?);09/04/2026 15:15
192;S-1010;alteracao;2018-02;processado;1.1.202604.0000000012998568210;201;Lote Recebido com Sucesso.;1.1.0000000039809016461;? (?);09/04/2026 15:15
193;S-1010;alteracao;2018-02;processado;1.1.202604.0000000012998569810;201;Lote Recebido com Sucesso.;1.1.0000000039809025605;? (?);09/04/2026 15:15
194;S-1010;alteracao;2018-02;processado;1.1.202604.0000000012998571510;201;Lote Recebido com Sucesso.;1.1.0000000039809036689;? (?);09/04/2026 15:15
195;S-1010;alteracao;2018-02;processado;1.1.202604.0000000012998573072;201;Lote Recebido com Sucesso.;1.1.0000000039809047886;? (?);09/04/2026 15:15
196;S-1010;alteracao;2018-02;processado;1.1.202604.0000000012998574299;201;Lote Recebido com Sucesso.;1.1.0000000039809057904;? (?);09/04/2026 15:16
197;S-1010;alteracao;2018-02;processado;1.1.202604.0000000012998576016;201;Lote Recebido com Sucesso.;1.1.0000000039809070476;? (?);09/04/2026 15:16
198;S-1010;alteracao;2018-02;processado;1.1.202604.0000000012998577102;201;Lote Recebido com Sucesso.;1.1.0000000039809080558;? (?);09/04/2026 15:16
199;S-1010;alteracao;2018-02;processado;1.1.202604.0000000012998578043;201;Lote Recebido com Sucesso.;1.1.0000000039809090199;? (?);09/04/2026 15:16
200;S-1010;alteracao;2018-02;processado;1.1.202604.0000000012998579088;201;Lote Recebido com Sucesso.;1.1.0000000039809099521;? (?);09/04/2026 15:16
201;S-1010;alteracao;2018-02;processado;1.1.202604.0000000012998580394;201;Lote Recebido com Sucesso.;1.1.0000000039809107714;? (?);09/04/2026 15:17
202;S-1010;alteracao;2026-01;erro;1.1.202604.0000000012998581525;201;Lote Recebido com Sucesso.;;? (?);09/04/2026 15:17
203;S-1010;alteracao;2018-02;processado;1.1.202604.0000000012998582649;201;Lote Recebido com Sucesso.;1.1.0000000039809124400;? (?);09/04/2026 15:17
204;S-1010;alteracao;2018-02;processado;1.1.202604.0000000012998583647;201;Lote Recebido com Sucesso.;1.1.0000000039809132934;? (?);09/04/2026 15:17
205;S-1010;alteracao;2018-02;erro;1.1.202604.0000000012998585191;201;Lote Recebido com Sucesso.;;? (?);09/04/2026 15:17
206;S-1010;alteracao;2018-02;processado;1.1.202604.0000000012998586434;201;Lote Recebido com Sucesso.;1.1.0000000039809155060;? (?);09/04/2026 15:17
207;S-1010;alteracao;2018-02;processado;1.1.202604.0000000012998587557;201;Lote Recebido com Sucesso.;1.1.0000000039809164493;? (?);09/04/2026 15:18
208;S-1010;alteracao;2018-02;processado;1.1.202604.0000000012998588683;201;Lote Recebido com Sucesso.;1.1.0000000039809173618;? (?);09/04/2026 15:18
209;S-1010;alteracao;2018-02;processado;1.1.202604.0000000012998589832;201;Lote Recebido com Sucesso.;1.1.0000000039809184051;? (?);09/04/2026 15:18
210;S-1010;inclusao;2026-01;processado;1.1.202604.0000000012998702958;201;Lote Recebido com Sucesso.;1.1.0000000039809904483;? (?);09/04/2026 15:34
211;S-1010;inclusao;2026-01;processado;1.1.202604.0000000012998704558;201;Lote Recebido com Sucesso.;1.1.0000000039809915638;? (?);09/04/2026 15:34
212;S-1010;inclusao;2026-01;processado;1.1.202604.0000000012998708290;201;Lote Recebido com Sucesso.;1.1.0000000039809936183;? (?);09/04/2026 15:35
213;S-1010;inclusao;2026-01;processado;1.1.202604.0000000012998710598;201;Lote Recebido com Sucesso.;1.1.0000000039809949495;? (?);09/04/2026 15:35
214;S-1010;inclusao;2026-01;processado;1.1.202604.0000000012998711841;201;Lote Recebido com Sucesso.;1.1.0000000039809956533;? (?);09/04/2026 15:35
215;S-1010;inclusao;2026-01;processado;1.1.202604.0000000012998714109;201;Lote Recebido com Sucesso.;1.1.0000000039809968104;? (?);09/04/2026 15:36
216;S-1010;inclusao;2026-01;processado;1.1.202604.0000000012998717172;201;Lote Recebido com Sucesso.;1.1.0000000039809986641;? (?);09/04/2026 15:36
217;S-1010;inclusao;2026-01;processado;1.1.202604.0000000012998718314;201;Lote Recebido com Sucesso.;1.1.0000000039809993041;? (?);09/04/2026 15:36
218;S-1010;alteracao;2026-01;erro;1.1.202604.0000000012998753207;201;Lote Recebido com Sucesso.;;? (?);09/04/2026 15:43
219;S-1010;alteracao;2026-01;erro;1.1.202604.0000000012998753953;201;Lote Recebido com Sucesso.;;? (?);09/04/2026 15:44
220;S-1010;alteracao;2026-01;erro;1.1.202604.0000000012998754730;201;Lote Recebido com Sucesso.;;? (?);09/04/2026 15:44
221;S-1010;alteracao;2026-01;erro;1.1.202604.0000000012998755573;201;Lote Recebido com Sucesso.;;? (?);09/04/2026 15:44
222;S-1010;alteracao;2026-01;erro;1.1.202604.0000000012998756375;201;Lote Recebido com Sucesso.;;? (?);09/04/2026 15:44
223;S-1010;alteracao;2026-01;erro;1.1.202604.0000000012998757152;201;Lote Recebido com Sucesso.;;? (?);09/04/2026 15:44
224;S-1010;alteracao;2026-01;erro;1.1.202604.0000000012998757862;201;Lote Recebido com Sucesso.;;? (?);09/04/2026 15:44
225;S-1010;alteracao;2026-01;erro;1.1.202604.0000000012998758598;201;Lote Recebido com Sucesso.;;? (?);09/04/2026 15:44
226;S-1010;alteracao;2026-01;erro;1.1.202604.0000000012998759433;201;Lote Recebido com Sucesso.;;? (?);09/04/2026 15:45
227;S-1010;alteracao;2026-01;erro;1.1.202604.0000000012998760190;201;Lote Recebido com Sucesso.;;? (?);09/04/2026 15:45
228;S-1010;alteracao;2026-01;erro;1.1.202604.0000000012998760915;201;Lote Recebido com Sucesso.;;? (?);09/04/2026 15:45
229;S-1010;alteracao;2026-01;erro;1.1.202604.0000000012998761639;201;Lote Recebido com Sucesso.;;? (?);09/04/2026 15:45
230;S-1010;alteracao;2026-01;erro;1.1.202604.0000000012998762409;201;Lote Recebido com Sucesso.;;? (?);09/04/2026 15:45
231;S-1010;alteracao;2026-01;erro;1.1.202604.0000000012998763191;201;Lote Recebido com Sucesso.;;? (?);09/04/2026 15:45
232;S-1010;alteracao;2026-01;erro;1.1.202604.0000000012998763961;201;Lote Recebido com Sucesso.;;? (?);09/04/2026 15:46
233;S-1010;alteracao;2026-01;erro;1.1.202604.0000000012998805351;201;Lote Recebido com Sucesso.;;? (?);09/04/2026 15:53
234;S-1010;inclusao;2026-01;processado;1.1.202604.0000000012998815701;201;Lote Recebido com Sucesso.;1.1.0000000039810723942;? (?);09/04/2026 15:55
235;S-1010;alteracao;2026-01;processado;1.1.202604.0000000012998886182;201;Lote Recebido com Sucesso.;1.1.0000000039811176255;? (?);09/04/2026 16:06
236;S-1010;alteracao;2026-01;processado;1.1.202604.0000000012998926857;201;Lote Recebido com Sucesso.;1.1.0000000039811426842;? (?);09/04/2026 16:12
237;S-1010;alteracao;2026-01;erro;1.1.202604.0000000012998945875;201;Lote Recebido com Sucesso.;;? (?);09/04/2026 16:14
238;S-1010;inclusao;2026-01;processado;1.1.202604.0000000012998977516;201;Lote Recebido com Sucesso.;1.1.0000000039811644028;? (?);09/04/2026 16:17
239;S-1010;inclusao;2018-02;erro;1.1.202604.0000000013005946569;201;Lote Recebido com Sucesso.;;? (?);10/04/2026 14:39
240;S-1010;alteracao;2018-02;processado;1.1.202604.0000000013005971101;201;Lote Recebido com Sucesso.;1.1.0000000039857594755;? (?);10/04/2026 14:41
241;S-1010;alteracao;2018-02;processado;1.1.202604.0000000013006158042;201;Lote Recebido com Sucesso.;1.1.0000000039858845523;? (?);10/04/2026 15:01
